material_number,plant,valuation_type,valuation_area,standard_price,moving_average_price,total_stock,total_value_stock,last_update_date
MAT0002436,PL01,,PL01,10.0,9.87,344.0,3395.28,2024-03-18
MAT0002437,PL01,,PL01,63.09,60.44,492.0,29736.48,2024-03-12
MAT0002438,PL01,,PL01,19.4,19.31,434.0,8380.54,2024-03-25
MAT0002439,PL03,,PL03,18.5,17.88,168.0,3003.84,2024-03-12
MAT0002440,PL01,,PL01,18.48,18.99,765.0,14527.35,2024-03-04
MAT0002441,PL01,,PL01,11.35,11.69,827.0,9667.63,2024-03-02
MAT0002442,PL03,,PL03,72.0,73.14,647.0,47321.58,2024-03-08
MAT0002443,PL03,,PL03,10.0,10.5,496.0,5208.0,2024-03-10
MAT0002444,PL01,,PL01,18.73,19.4,513.0,9952.2,2024-03-13
MAT0002445,PL02,,PL02,19.41,20.29,356.0,7223.24,2024-03-10
MAT0002446,PL03,,PL03,10.0,9.67,583.0,5637.61,2024-03-02
MAT0002447,PL01,,PL01,10.0,10.34,1045.0,10805.3,2024-03-08
MAT0002448,PL03,,PL03,10.39,10.0,517.0,5170.0,2024-03-01
MAT0002449,PL03,,PL03,27.03,25.83,687.0,17745.21,2024-03-07
MAT0002450,PL03,,PL03,44.73,46.64,446.0,20801.44,2024-03-11
MAT0002451,PL02,,PL02,15.84,16.09,193.0,3105.37,2024-03-01
MAT0002452,PL02,,PL02,11.9,12.48,624.0,7787.52,2024-03-04
MAT0002453,PL02,,PL02,73.92,73.95,826.0,61082.7,2024-03-02
MAT0002454,PL02,,PL02,19.97,20.12,234.0,4708.08,2024-03-23
MAT0002455,PL03,,PL03,10.0,10.33,747.0,7716.51,2024-03-17
MAT0002456,PL01,,PL01,10.0,10.4,415.0,4316.0,2024-03-29
MAT0002457,PL03,,PL03,35.05,33.89,449.0,15216.61,2024-03-11
MAT0002458,PL03,,PL03,10.0,9.98,488.0,4870.24,2024-03-17
MAT0002459,PL02,,PL02,10.85,10.67,518.0,5527.06,2024-03-11
MAT0002460,PL01,,PL01,74.43,77.64,490.0,38043.6,2024-03-29
MAT0002461,PL02,,PL02,14.56,13.88,530.0,7356.4,2024-03-23
MAT0002462,PL01,,PL01,20.56,21.48,392.0,8420.16,2024-03-10
MAT0002463,PL01,,PL01,10.0,9.62,604.0,5810.48,2024-03-16
MAT0002464,PL01,,PL01,19.64,19.28,682.0,13148.96,2024-03-01
MAT0002465,PL01,,PL01,10.0,9.93,355.0,3525.15,2024-03-27
MAT0002466,PL03,,PL03,22.05,21.06,576.0,12130.56,2024-03-11
MAT0002467,PL01,,PL01,24.92,24.06,435.0,10466.1,2024-03-01
MAT0002468,PL02,,PL02,10.0,10.1,405.0,4090.5,2024-03-19
MAT0002469,PL02,,PL02,10.0,10.49,486.0,5098.14,2024-03-11
MAT0002470,PL01,,PL01,21.91,22.61,308.0,6963.88,2024-03-11
MAT0002471,PL03,,PL03,10.0,10.19,330.0,3362.7,2024-03-21
MAT0002472,PL01,,PL01,10.0,10.18,569.0,5792.42,2024-03-30
MAT0002473,PL03,,PL03,29.17,29.61,948.0,28070.28,2024-03-12
MAT0002474,PL02,,PL02,75.31,77.34,778.0,60170.52,2024-03-18
MAT0002475,PL01,,PL01,10.48,10.05,402.0,4040.1,2024-03-13
MAT0002476,PL01,,PL01,26.0,25.59,496.0,12692.64,2024-03-29
MAT0002477,PL02,,PL02,10.0,9.62,359.0,3453.58,2024-03-21
MAT0002478,PL02,,PL02,10.0,10.07,292.0,2940.44,2024-03-12
MAT0002479,PL02,,PL02,10.0,10.02,475.0,4759.5,2024-03-27
MAT0002480,PL01,,PL01,44.75,42.89,394.0,16898.66,2024-03-09
MAT0002481,PL01,,PL01,10.0,9.64,662.0,6381.68,2024-03-04
MAT0002482,PL01,,PL01,22.21,23.3,439.0,10228.7,2024-03-31
MAT0002483,PL03,,PL03,10.28,10.52,614.0,6459.28,2024-03-17
MAT0002484,PL03,,PL03,10.0,10.31,493.0,5082.83,2024-03-05
MAT0002485,PL03,,PL03,10.83,11.31,524.0,5926.44,2024-03-15
MAT0002486,PL01,,PL01,13.25,12.8,662.0,8473.6,2024-03-20
MAT0002487,PL03,,PL03,15.67,16.15,515.0,8317.25,2024-03-14
MAT0002488,PL01,,PL01,22.91,23.63,735.0,17368.05,2024-03-29
MAT0002489,PL02,,PL02,10.0,10.1,634.0,6403.4,2024-03-02
MAT0002490,PL01,,PL01,13.45,13.06,518.0,6765.08,2024-03-07
MAT0002491,PL03,,PL03,10.0,10.09,490.0,4944.1,2024-03-31
MAT0002492,PL02,,PL02,10.0,10.46,551.0,5763.46,2024-03-31
MAT0002493,PL03,,PL03,12.42,12.52,608.0,7612.16,2024-03-04
MAT0002494,PL03,,PL03,10.0,10.25,215.0,2203.75,2024-03-16
MAT0002495,PL02,,PL02,10.0,10.18,688.0,7003.84,2024-03-06
MAT0002496,PL02,,PL02,15.04,14.43,615.0,8874.45,2024-03-16
MAT0002497,PL02,,PL02,15.52,15.97,513.0,8192.61,2024-03-12
MAT0002498,PL01,,PL01,16.28,16.42,244.0,4006.48,2024-03-06
MAT0002499,PL03,,PL03,10.0,9.76,413.0,4030.88,2024-03-13
MAT0002500,PL02,,PL02,10.0,10.0,556.0,5560.0,2024-03-30
MAT0002501,PL03,,PL03,12.87,13.31,624.0,8305.44,2024-03-11
MAT0002502,PL01,,PL01,19.99,19.85,760.0,15086.0,2024-03-20
MAT0002503,PL01,,PL01,15.57,15.18,417.0,6330.06,2024-03-07
MAT0002504,PL02,,PL02,53.53,53.31,382.0,20364.42,2024-03-25
MAT0002505,PL02,,PL02,10.0,9.81,538.0,5277.78,2024-03-22
MAT0002506,PL02,,PL02,28.58,29.28,748.0,21901.44,2024-03-12
MAT0002507,PL01,,PL01,10.0,10.09,733.0,7395.97,2024-03-22
MAT0002508,PL03,,PL03,10.0,9.64,789.0,7605.96,2024-03-08
MAT0002509,PL02,,PL02,10.0,9.85,177.0,1743.45,2024-03-14
MAT0002510,PL01,,PL01,12.88,12.82,640.0,8204.8,2024-03-30
MAT0002511,PL01,,PL01,10.0,10.37,416.0,4313.92,2024-03-10
MAT0002512,PL02,,PL02,10.0,9.85,538.0,5299.3,2024-03-31
MAT0002513,PL01,,PL01,16.1,15.32,449.0,6878.68,2024-03-03
MAT0002514,PL01,,PL01,12.86,12.6,755.0,9513.0,2024-03-27
MAT0002515,PL03,,PL03,10.0,10.1,694.0,7009.4,2024-03-28
MAT0002516,PL02,,PL02,21.12,21.56,437.0,9421.72,2024-03-01
MAT0002517,PL01,,PL01,11.64,11.81,428.0,5054.68,2024-03-29
MAT0002518,PL02,,PL02,51.3,50.66,664.0,33638.24,2024-03-04
MAT0002519,PL03,,PL03,10.0,10.36,415.0,4299.4,2024-03-10
MAT0002520,PL02,,PL02,10.0,10.35,716.0,7410.6,2024-03-20
MAT0002521,PL03,,PL03,10.0,9.95,493.0,4905.35,2024-03-18
MAT0002522,PL02,,PL02,10.0,9.9,772.0,7642.8,2024-03-22
MAT0002523,PL02,,PL02,26.94,27.32,953.0,26035.96,2024-03-30
MAT0002524,PL02,,PL02,10.0,9.71,36.0,349.56,2024-03-07
MAT0002525,PL02,,PL02,10.0,9.7,681.0,6605.7,2024-03-28
MAT0002526,PL01,,PL01,10.0,10.13,360.0,3646.8,2024-03-09
MAT0002527,PL03,,PL03,10.0,9.58,648.0,6207.84,2024-03-18
MAT0002528,PL03,,PL03,13.58,13.6,721.0,9805.6,2024-03-31
MAT0002529,PL03,,PL03,15.2,15.41,601.0,9261.41,2024-03-27
MAT0002530,PL01,,PL01,10.0,9.86,584.0,5758.24,2024-03-11
MAT0002531,PL02,,PL02,48.56,47.23,477.0,22528.71,2024-03-19
MAT0002532,PL02,,PL02,10.0,9.56,140.0,1338.4,2024-03-06
MAT0002533,PL03,,PL03,10.0,10.02,406.0,4068.12,2024-03-05
MAT0002534,PL01,,PL01,10.0,9.67,444.0,4293.48,2024-03-10
MAT0002535,PL02,,PL02,11.45,11.19,101.0,1130.19,2024-03-09
MAT0002536,PL03,,PL03,10.0,9.52,418.0,3979.36,2024-03-23
MAT0002537,PL03,,PL03,10.0,10.42,315.0,3282.3,2024-03-20
MAT0002538,PL03,,PL03,10.37,10.7,497.0,5317.9,2024-03-22
MAT0002539,PL01,,PL01,10.0,9.95,621.0,6178.95,2024-03-31
MAT0002540,PL01,,PL01,13.86,14.06,317.0,4457.02,2024-03-14
MAT0002541,PL02,,PL02,10.0,9.5,537.0,5101.5,2024-03-01
MAT0002542,PL02,,PL02,10.0,10.33,372.0,3842.76,2024-03-10
MAT0002543,PL01,,PL01,10.0,10.1,763.0,7706.3,2024-03-28
MAT0002544,PL01,,PL01,10.0,10.37,692.0,7176.04,2024-03-05
MAT0002545,PL01,,PL01,10.0,10.42,437.0,4553.54,2024-03-04
MAT0002546,PL03,,PL03,12.97,12.91,805.0,10392.55,2024-03-19
MAT0002547,PL01,,PL01,16.14,16.18,326.0,5274.68,2024-03-09
MAT0002548,PL02,,PL02,11.47,11.96,706.0,8443.76,2024-03-03
MAT0002549,PL03,,PL03,11.32,10.93,460.0,5027.8,2024-03-12
MAT0002550,PL01,,PL01,18.96,19.67,848.0,16680.16,2024-03-30
MAT0002551,PL01,,PL01,32.0,31.91,763.0,24347.33,2024-03-21
MAT0002552,PL01,,PL01,34.55,33.95,353.0,11984.35,2024-03-04
MAT0002553,PL03,,PL03,15.62,16.24,252.0,4092.48,2024-03-19
MAT0002554,PL02,,PL02,10.16,9.84,652.0,6415.68,2024-03-24
MAT0002555,PL02,,PL02,10.0,10.05,378.0,3798.9,2024-03-11
MAT0002556,PL02,,PL02,11.97,11.67,0.0,0.0,2024-03-28
MAT0002557,PL02,,PL02,32.9,32.86,780.0,25630.8,2024-03-28
MAT0002558,PL01,,PL01,23.31,22.17,558.0,12370.86,2024-03-09
MAT0002559,PL03,,PL03,10.0,10.45,590.0,6165.5,2024-03-02
MAT0002560,PL03,,PL03,10.79,10.51,491.0,5160.41,2024-03-09
MAT0002561,PL01,,PL01,10.0,9.88,715.0,7064.2,2024-03-18
MAT0002562,PL02,,PL02,29.92,28.9,534.0,15432.6,2024-03-12
MAT0002563,PL03,,PL03,10.0,10.32,1010.0,10423.2,2024-03-05
MAT0002564,PL01,,PL01,22.03,22.26,234.0,5208.84,2024-03-10
MAT0002565,PL02,,PL02,10.0,9.9,326.0,3227.4,2024-03-20
MAT0002566,PL01,,PL01,22.97,22.5,298.0,6705.0,2024-03-31
MAT0002567,PL01,,PL01,10.0,10.43,525.0,5475.75,2024-03-31
MAT0002568,PL01,,PL01,10.0,10.06,223.0,2243.38,2024-03-30
MAT0002569,PL01,,PL01,42.78,42.93,594.0,25500.42,2024-03-06
MAT0002570,PL03,,PL03,31.19,30.55,938.0,28655.9,2024-03-31
MAT0002571,PL01,,PL01,20.61,20.53,689.0,14145.17,2024-03-15
MAT0002572,PL02,,PL02,12.83,12.33,17.0,209.61,2024-03-04
MAT0002573,PL02,,PL02,43.37,43.15,458.0,19762.7,2024-03-12
MAT0002574,PL02,,PL02,10.0,10.3,564.0,5809.2,2024-03-29
MAT0002575,PL01,,PL01,10.0,10.46,566.0,5920.36,2024-03-02
MAT0002576,PL03,,PL03,10.0,9.66,443.0,4279.38,2024-03-31
MAT0002577,PL03,,PL03,10.0,9.9,319.0,3158.1,2024-03-12
MAT0002578,PL03,,PL03,13.06,12.99,375.0,4871.25,2024-03-22
MAT0002579,PL01,,PL01,10.0,10.42,546.0,5689.32,2024-03-31
MAT0002580,PL02,,PL02,10.0,9.7,712.0,6906.4,2024-03-21
MAT0002581,PL03,,PL03,100.37,101.83,261.0,26577.63,2024-03-19
MAT0002582,PL02,,PL02,26.65,27.96,402.0,11239.92,2024-03-21
MAT0002583,PL02,,PL02,10.0,9.99,672.0,6713.28,2024-03-29
MAT0002584,PL03,,PL03,15.43,15.89,646.0,10264.94,2024-03-05
MAT0002585,PL03,,PL03,10.0,10.01,661.0,6616.61,2024-03-17
MAT0002586,PL03,,PL03,10.0,9.62,258.0,2481.96,2024-03-07
MAT0002587,PL01,,PL01,31.01,32.51,317.0,10305.67,2024-03-15
MAT0002588,PL01,,PL01,10.0,10.17,780.0,7932.6,2024-03-02
MAT0002589,PL03,,PL03,14.98,14.79,466.0,6892.14,2024-03-06
MAT0002590,PL03,,PL03,10.29,10.57,591.0,6246.87,2024-03-13
MAT0002591,PL02,,PL02,26.69,27.39,595.0,16297.05,2024-03-20
MAT0002592,PL02,,PL02,10.0,10.19,968.0,9863.92,2024-03-10
MAT0002593,PL01,,PL01,10.0,10.19,534.0,5441.46,2024-03-19
MAT0002594,PL03,,PL03,10.0,9.66,433.0,4182.78,2024-03-30
MAT0002595,PL03,,PL03,10.0,9.68,351.0,3397.68,2024-03-13
MAT0002596,PL02,,PL02,10.0,10.44,692.0,7224.48,2024-03-01
MAT0002597,PL02,,PL02,25.8,24.96,0.0,0.0,2024-03-28
MAT0002598,PL03,,PL03,10.0,9.59,211.0,2023.49,2024-03-05
MAT0002599,PL01,,PL01,19.22,19.47,512.0,9968.64,2024-03-08
MAT0002600,PL02,,PL02,10.0,9.65,464.0,4477.6,2024-03-06
MAT0002601,PL02,,PL02,28.28,27.21,344.0,9360.24,2024-03-22
MAT0002602,PL01,,PL01,26.5,25.8,583.0,15041.4,2024-03-28
MAT0002603,PL02,,PL02,10.0,10.22,641.0,6551.02,2024-03-28
MAT0002604,PL03,,PL03,18.11,17.33,428.0,7417.24,2024-03-19
MAT0002605,PL01,,PL01,10.47,10.26,1030.0,10567.8,2024-03-10
MAT0002606,PL01,,PL01,10.0,9.66,366.0,3535.56,2024-03-17
MAT0002607,PL01,,PL01,59.38,57.93,475.0,27516.75,2024-03-02
MAT0002608,PL02,,PL02,26.45,26.5,75.0,1987.5,2024-03-30
MAT0002609,PL03,,PL03,13.63,14.28,711.0,10153.08,2024-03-18
MAT0002610,PL02,,PL02,14.81,14.76,311.0,4590.36,2024-03-05
MAT0002611,PL03,,PL03,10.0,9.81,483.0,4738.23,2024-03-15
MAT0002612,PL03,,PL03,10.0,10.24,643.0,6584.32,2024-03-21
MAT0002613,PL03,,PL03,10.0,9.63,698.0,6721.74,2024-03-03
MAT0002614,PL03,,PL03,13.55,13.76,359.0,4939.84,2024-03-13
MAT0002615,PL01,,PL01,19.25,19.52,771.0,15049.92,2024-03-04
MAT0002616,PL03,,PL03,29.15,29.19,681.0,19878.39,2024-03-06
MAT0002617,PL03,,PL03,10.0,9.88,461.0,4554.68,2024-03-12
MAT0002618,PL02,,PL02,10.0,10.5,522.0,5481.0,2024-03-01
MAT0002619,PL03,,PL03,10.0,10.34,501.0,5180.34,2024-03-30
MAT0002620,PL02,,PL02,28.34,28.16,738.0,20782.08,2024-03-02
MAT0002621,PL02,,PL02,40.4,38.73,378.0,14639.94,2024-03-06
MAT0002622,PL01,,PL01,10.0,10.34,695.0,7186.3,2024-03-04
MAT0002623,PL02,,PL02,97.84,98.85,346.0,34202.1,2024-03-29
MAT0002624,PL02,,PL02,12.15,12.54,678.0,8502.12,2024-03-22
MAT0002625,PL02,,PL02,10.0,9.61,320.0,3075.2,2024-03-28
MAT0002626,PL02,,PL02,14.89,14.64,401.0,5870.64,2024-03-09
MAT0002627,PL03,,PL03,10.0,10.08,539.0,5433.12,2024-03-13
MAT0002628,PL03,,PL03,10.0,10.23,484.0,4951.32,2024-03-23
MAT0002629,PL01,,PL01,23.49,22.76,747.0,17001.72,2024-03-25
MAT0002630,PL01,,PL01,22.49,22.4,683.0,15299.2,2024-03-21
MAT0002631,PL03,,PL03,10.0,9.84,400.0,3936.0,2024-03-05
MAT0002632,PL03,,PL03,34.7,33.43,129.0,4312.47,2024-03-25
MAT0002633,PL03,,PL03,17.21,17.52,474.0,8304.48,2024-03-26
MAT0002634,PL01,,PL01,49.41,50.54,321.0,16223.34,2024-03-10
MAT0002635,PL02,,PL02,10.0,10.46,551.0,5763.46,2024-03-30
MAT0002636,PL02,,PL02,11.13,11.15,390.0,4348.5,2024-03-03
MAT0002637,PL02,,PL02,10.0,9.66,372.0,3593.52,2024-03-18
MAT0002638,PL02,,PL02,10.0,9.5,476.0,4522.0,2024-03-01
MAT0002639,PL03,,PL03,10.0,9.8,191.0,1871.8,2024-03-15
MAT0002640,PL02,,PL02,34.04,32.62,529.0,17255.98,2024-03-10
MAT0002641,PL03,,PL03,10.0,9.59,241.0,2311.19,2024-03-18
MAT0002642,PL01,,PL01,10.0,10.38,677.0,7027.26,2024-03-18
MAT0002643,PL01,,PL01,10.73,10.88,322.0,3503.36,2024-03-15
MAT0002644,PL03,,PL03,10.0,10.47,189.0,1978.83,2024-03-20
MAT0002645,PL02,,PL02,11.84,12.03,776.0,9335.28,2024-03-21
MAT0002646,PL03,,PL03,11.0,10.67,175.0,1867.25,2024-03-15
MAT0002647,PL02,,PL02,10.0,9.88,545.0,5384.6,2024-03-27
MAT0002648,PL02,,PL02,10.0,10.45,773.0,8077.85,2024-03-07
MAT0002649,PL01,,PL01,10.0,10.01,252.0,2522.52,2024-03-30
MAT0002650,PL03,,PL03,41.06,41.99,316.0,13268.84,2024-03-07
MAT0002651,PL03,,PL03,36.04,36.15,429.0,15508.35,2024-03-26
MAT0002652,PL01,,PL01,10.06,9.68,651.0,6301.68,2024-03-04
MAT0002653,PL02,,PL02,26.53,27.01,515.0,13910.15,2024-03-17
MAT0002654,PL02,,PL02,26.42,27.31,864.0,23595.84,2024-03-30
MAT0002655,PL02,,PL02,11.18,11.25,490.0,5512.5,2024-03-23
MAT0002656,PL02,,PL02,10.0,10.24,673.0,6891.52,2024-03-04
MAT0002657,PL01,,PL01,13.81,14.48,737.0,10671.76,2024-03-31
MAT0002658,PL03,,PL03,10.0,9.65,416.0,4014.4,2024-03-26
MAT0002659,PL01,,PL01,10.0,9.73,579.0,5633.67,2024-03-02
MAT0002660,PL01,,PL01,10.98,11.49,550.0,6319.5,2024-03-10
MAT0002661,PL03,,PL03,10.0,10.41,510.0,5309.1,2024-03-29
MAT0002662,PL01,,PL01,22.08,22.83,578.0,13195.74,2024-03-04
MAT0002663,PL02,,PL02,26.78,26.5,572.0,15158.0,2024-03-24
MAT0002664,PL01,,PL01,21.72,21.15,293.0,6196.95,2024-03-30
MAT0002665,PL03,,PL03,10.0,9.88,418.0,4129.84,2024-03-15
MAT0002666,PL02,,PL02,12.38,12.49,579.0,7231.71,2024-03-18
MAT0002667,PL01,,PL01,16.64,17.37,519.0,9015.03,2024-03-04
MAT0002668,PL03,,PL03,10.0,10.29,432.0,4445.28,2024-03-29
MAT0002669,PL02,,PL02,10.0,10.27,842.0,8647.34,2024-03-22
MAT0002670,PL01,,PL01,10.0,9.75,238.0,2320.5,2024-03-14
MAT0002671,PL02,,PL02,32.82,33.64,670.0,22538.8,2024-03-30
MAT0002672,PL01,,PL01,10.83,10.64,679.0,7224.56,2024-03-25
MAT0002673,PL01,,PL01,12.87,12.31,591.0,7275.21,2024-03-17
MAT0002674,PL02,,PL02,21.79,20.96,500.0,10480.0,2024-03-04
MAT0002675,PL01,,PL01,20.34,21.05,957.0,20144.85,2024-03-24
MAT0002676,PL03,,PL03,17.81,18.67,539.0,10063.13,2024-03-06
MAT0002677,PL03,,PL03,10.0,9.82,582.0,5715.24,2024-03-21
MAT0002678,PL01,,PL01,10.19,10.58,571.0,6041.18,2024-03-21
MAT0002679,PL02,,PL02,10.0,9.97,617.0,6151.49,2024-03-06
MAT0002680,PL02,,PL02,10.0,10.0,451.0,4510.0,2024-03-16
MAT0002681,PL01,,PL01,10.0,9.65,416.0,4014.4,2024-03-09
MAT0002682,PL02,,PL02,16.59,16.44,361.0,5934.84,2024-03-12
MAT0002683,PL02,,PL02,10.0,9.66,251.0,2424.66,2024-03-31
MAT0002684,PL01,,PL01,20.24,20.71,842.0,17437.82,2024-03-14
MAT0002685,PL03,,PL03,10.0,9.65,640.0,6176.0,2024-03-21
MAT0002686,PL02,,PL02,11.38,11.15,569.0,6344.35,2024-03-13
MAT0002687,PL03,,PL03,18.88,19.37,209.0,4048.33,2024-03-03
MAT0002688,PL03,,PL03,33.73,33.72,650.0,21918.0,2024-03-14
MAT0002689,PL03,,PL03,10.28,10.07,712.0,7169.84,2024-03-15
MAT0002690,PL02,,PL02,11.22,11.6,703.0,8154.8,2024-03-25
MAT0002691,PL02,,PL02,53.35,55.06,229.0,12608.74,2024-03-27
MAT0002692,PL01,,PL01,12.62,12.46,802.0,9992.92,2024-03-30
MAT0002693,PL03,,PL03,10.0,10.06,730.0,7343.8,2024-03-09
MAT0002694,PL02,,PL02,10.0,9.64,239.0,2303.96,2024-03-01
MAT0002695,PL03,,PL03,22.58,22.25,174.0,3871.5,2024-03-27
MAT0002696,PL01,,PL01,30.11,30.82,873.0,26905.86,2024-03-16
MAT0002697,PL02,,PL02,13.03,13.31,515.0,6854.65,2024-03-12
MAT0002698,PL01,,PL01,11.41,10.86,131.0,1422.66,2024-03-18
MAT0002699,PL01,,PL01,10.0,9.71,627.0,6088.17,2024-03-02
MAT0002700,PL02,,PL02,10.0,10.35,500.0,5175.0,2024-03-24
MAT0002701,PL03,,PL03,13.72,13.44,285.0,3830.4,2024-03-14
MAT0002702,PL03,,PL03,13.88,14.04,596.0,8367.84,2024-03-03
MAT0002703,PL01,,PL01,22.63,22.34,383.0,8556.22,2024-03-25
MAT0002704,PL02,,PL02,10.0,9.58,417.0,3994.86,2024-03-15
MAT0002705,PL01,,PL01,36.15,36.78,449.0,16514.22,2024-03-04
MAT0002706,PL03,,PL03,10.0,10.01,583.0,5835.83,2024-03-08
MAT0002707,PL02,,PL02,10.0,9.71,342.0,3320.82,2024-03-04
MAT0002708,PL03,,PL03,10.0,9.99,619.0,6183.81,2024-03-25
MAT0002709,PL02,,PL02,68.27,66.73,374.0,24957.02,2024-03-05
MAT0002710,PL01,,PL01,10.0,10.26,459.0,4709.34,2024-03-09
MAT0002711,PL03,,PL03,56.92,56.2,649.0,36473.8,2024-03-15
MAT0002712,PL02,,PL02,10.0,10.06,628.0,6317.68,2024-03-29
MAT0002713,PL02,,PL02,26.23,25.11,640.0,16070.4,2024-03-14
MAT0002714,PL03,,PL03,18.95,18.8,621.0,11674.8,2024-03-22
MAT0002715,PL03,,PL03,19.72,20.22,760.0,15367.2,2024-03-31
MAT0002716,PL01,,PL01,10.0,10.29,388.0,3992.52,2024-03-11
MAT0002717,PL01,,PL01,10.0,10.3,661.0,6808.3,2024-03-27
MAT0002718,PL02,,PL02,10.0,10.13,641.0,6493.33,2024-03-09
MAT0002719,PL02,,PL02,22.72,23.17,327.0,7576.59,2024-03-16
MAT0002720,PL01,,PL01,168.87,166.8,197.0,32859.6,2024-03-21
MAT0002721,PL03,,PL03,36.48,35.92,720.0,25862.4,2024-03-28
MAT0002722,PL01,,PL01,10.0,10.36,515.0,5335.4,2024-03-14
MAT0002723,PL01,,PL01,111.05,106.29,324.0,34437.96,2024-03-20
MAT0002724,PL02,,PL02,10.0,9.52,596.0,5673.92,2024-03-20
MAT0002725,PL03,,PL03,24.6,23.67,550.0,13018.5,2024-03-31
MAT0002726,PL03,,PL03,34.09,34.68,448.0,15536.64,2024-03-14
MAT0002727,PL01,,PL01,15.49,15.05,530.0,7976.5,2024-03-16
MAT0002728,PL01,,PL01,53.35,54.38,1121.0,60959.98,2024-03-19
MAT0002729,PL03,,PL03,10.0,10.1,511.0,5161.1,2024-03-30
MAT0002730,PL01,,PL01,25.9,25.78,585.0,15081.3,2024-03-11
MAT0002731,PL01,,PL01,44.44,45.55,170.0,7743.5,2024-03-03
MAT0002732,PL01,,PL01,15.95,16.1,364.0,5860.4,2024-03-20
MAT0002733,PL01,,PL01,66.49,66.2,621.0,41110.2,2024-03-08
MAT0002734,PL01,,PL01,10.0,9.83,720.0,7077.6,2024-03-10
MAT0002735,PL02,,PL02,33.57,34.44,350.0,12054.0,2024-03-18
MAT0002736,PL03,,PL03,10.0,9.96,458.0,4561.68,2024-03-19
MAT0002737,PL01,,PL01,15.39,14.76,493.0,7276.68,2024-03-15
MAT0002738,PL02,,PL02,10.0,9.73,529.0,5147.17,2024-03-01
MAT0002739,PL02,,PL02,10.0,10.0,341.0,3410.0,2024-03-23
MAT0002740,PL02,,PL02,35.85,36.88,391.0,14420.08,2024-03-22
MAT0002741,PL03,,PL03,10.0,10.19,314.0,3199.66,2024-03-06
MAT0002742,PL01,,PL01,23.96,24.85,333.0,8275.05,2024-03-14
MAT0002743,PL02,,PL02,10.0,9.96,370.0,3685.2,2024-03-25
MAT0002744,PL03,,PL03,10.0,9.82,751.0,7374.82,2024-03-27
MAT0002745,PL03,,PL03,10.0,9.98,851.0,8492.98,2024-03-08
MAT0002746,PL03,,PL03,10.19,9.7,314.0,3045.8,2024-03-26
MAT0002747,PL02,,PL02,17.96,17.75,421.0,7472.75,2024-03-18
MAT0002748,PL02,,PL02,16.54,15.87,862.0,13679.94,2024-03-09
MAT0002749,PL02,,PL02,10.0,10.3,722.0,7436.6,2024-03-07
MAT0002750,PL03,,PL03,11.67,12.16,217.0,2638.72,2024-03-30
MAT0002751,PL02,,PL02,23.36,23.2,219.0,5080.8,2024-03-23
MAT0002752,PL02,,PL02,10.0,10.09,383.0,3864.47,2024-03-03
MAT0002753,PL03,,PL03,10.0,9.53,387.0,3688.11,2024-03-15
MAT0002754,PL02,,PL02,25.06,25.0,524.0,13100.0,2024-03-30
MAT0002755,PL03,,PL03,31.16,30.19,284.0,8573.96,2024-03-10
MAT0002756,PL01,,PL01,10.0,10.27,592.0,6079.84,2024-03-16
MAT0002757,PL03,,PL03,10.0,10.29,836.0,8602.44,2024-03-02
MAT0002758,PL03,,PL03,10.0,10.03,201.0,2016.03,2024-03-21
MAT0002759,PL01,,PL01,10.0,9.63,430.0,4140.9,2024-03-21
MAT0002760,PL03,,PL03,10.0,10.38,395.0,4100.1,2024-03-05
MAT0002761,PL03,,PL03,10.0,10.0,388.0,3880.0,2024-03-23
MAT0002762,PL01,,PL01,10.21,10.32,614.0,6336.48,2024-03-08
MAT0002763,PL02,,PL02,25.39,26.37,356.0,9387.72,2024-03-17
MAT0002764,PL03,,PL03,10.0,9.64,511.0,4926.04,2024-03-02
MAT0002765,PL01,,PL01,23.9,24.16,152.0,3672.32,2024-03-15
MAT0002766,PL01,,PL01,20.11,20.14,566.0,11399.24,2024-03-14
MAT0002767,PL03,,PL03,10.0,10.39,606.0,6296.34,2024-03-16
MAT0002768,PL01,,PL01,10.0,10.23,488.0,4992.24,2024-03-01
MAT0002769,PL03,,PL03,10.0,10.25,408.0,4182.0,2024-03-01
MAT0002770,PL03,,PL03,10.0,10.35,607.0,6282.45,2024-03-06
MAT0002771,PL02,,PL02,30.76,30.89,640.0,19769.6,2024-03-10
MAT0002772,PL01,,PL01,16.4,16.75,954.0,15979.5,2024-03-27
MAT0002773,PL01,,PL01,20.94,20.16,181.0,3648.96,2024-03-19
MAT0002774,PL02,,PL02,10.46,10.88,485.0,5276.8,2024-03-23
MAT0002775,PL02,,PL02,10.59,10.64,667.0,7096.88,2024-03-05
MAT0002776,PL02,,PL02,10.0,10.35,251.0,2597.85,2024-03-20
MAT0002777,PL02,,PL02,21.42,20.47,254.0,5199.38,2024-03-29
MAT0002778,PL01,,PL01,10.0,9.91,391.0,3874.81,2024-03-21
MAT0002779,PL02,,PL02,10.0,9.64,484.0,4665.76,2024-03-13
MAT0002780,PL03,,PL03,36.96,38.63,564.0,21787.32,2024-03-06
MAT0002781,PL03,,PL03,18.62,19.13,638.0,12204.94,2024-03-19
MAT0002782,PL01,,PL01,21.56,22.46,403.0,9051.38,2024-03-27
MAT0002783,PL03,,PL03,10.0,10.47,801.0,8386.47,2024-03-25
