asset_number,sub_number,company_code,asset_class,asset_description,capitalization_date,deactivation_date
A02666,0,CO01,COMPUTER,Especially Mrs property.,13-05-2022,
A02667,0,CO01,MACHINERY,Ten story sell.,29-10-2021,
A02668,0,CO02,VEHICLE,Find by century.,19-08-2022,
A02669,0,CO01,COMPUTER,Far tend half skill.,17-08-2023,
A02670,0,CO02,MACHINERY,North PM example show run.,22-10-2023,
A02671,0,CO03,COMPUTER,Serious teach ability available.,09-09-2021,
A02672,0,CO01,BUILDING,Officer bank game.,16-09-2022,
A02673,0,CO02,FURNITURE,Collection inside give.,10-10-2021,
A02674,0,CO01,FURNITURE,Hand program very control.,12-05-2022,
A02675,0,CO02,COMPUTER,Maybe through without so what.,10-12-2024,
A02676,0,CO03,COMPUTER,Increase mention late parent him.,04-11-2024,
A02677,0,CO03,BUILDING,Rate present oil nearly.,19-11-2021,
A02678,0,CO01,VEHICLE,Writer career store.,02-06-2022,
A02679,0,CO03,COMPUTER,Middle important senior.,13-08-2022,
A02680,0,CO01,MACHINERY,A much.,23-06-2021,
A02681,0,CO02,VEHICLE,Space activity front.,30-11-2022,
A02682,0,CO02,VEHICLE,Campaign yes final energy.,27-02-2023,
A02683,0,CO01,FURNITURE,Heavy performance company.,18-02-2023,
A02684,0,CO02,COMPUTER,Together hour sport soon.,23-05-2021,
A02685,0,CO01,FURNITURE,Former particularly easy.,19-07-2024,
A02686,0,CO01,FURNITURE,Speech billion level.,04-08-2021,
A02687,0,CO01,COMPUTER,Hundred nation arm.,05-03-2022,
A02688,0,CO01,COMPUTER,Including magazine business.,16-06-2023,
A02689,0,CO01,VEHICLE,Chance success.,14-01-2023,
A02690,0,CO01,VEHICLE,Tell those force another argue.,24-03-2024,
A02691,0,CO01,FURNITURE,Over nor.,04-02-2024,
A02692,0,CO02,FURNITURE,Ready far now health.,08-12-2021,
A02693,0,CO03,BUILDING,Three relationship fire.,31-12-2024,
A02694,0,CO03,VEHICLE,Daughter sense.,07-02-2025,
A02695,0,CO01,BUILDING,Successful power heavy fast.,14-05-2023,
A02696,0,CO02,FURNITURE,Good budget.,26-01-2023,
A02697,0,CO02,MACHINERY,Herself dog magazine.,20-09-2024,
A02698,0,CO03,VEHICLE,Forward sort road.,20-07-2021,
A02699,0,CO01,BUILDING,Various me rule.,20-05-2021,
A02700,0,CO03,FURNITURE,Over language often responsibility foot.,16-07-2023,
A02701,0,CO01,COMPUTER,Skill hand worry.,27-02-2023,
A02702,0,CO01,MACHINERY,Watch talk.,23-04-2024,
A02703,0,CO03,VEHICLE,Upon important center.,11-10-2024,
A02704,0,CO02,BUILDING,Country sure.,13-10-2021,
A02705,0,CO01,FURNITURE,Room short body.,18-12-2023,
A02706,0,CO03,FURNITURE,Baby guess again away wear.,13-07-2023,
A02707,0,CO01,BUILDING,True tax themselves.,01-01-2025,
A02708,0,CO02,COMPUTER,Back establish travel.,31-10-2021,
A02709,0,CO02,BUILDING,Business measure Republican.,13-10-2021,
A02710,0,CO01,COMPUTER,Here newspaper under best.,29-05-2023,
A02711,0,CO01,BUILDING,Rate move price occur.,12-07-2023,
A02712,0,CO01,MACHINERY,What charge blood.,20-12-2024,
A02713,0,CO03,COMPUTER,Several maybe open hair of.,01-07-2022,
A02714,0,CO01,MACHINERY,Me so though.,03-06-2023,
A02715,0,CO02,COMPUTER,Hope traditional arrive.,10-03-2023,
A02716,0,CO01,VEHICLE,The crime soon road believe.,19-09-2023,
A02717,0,CO01,COMPUTER,School seek thousand.,16-04-2024,
A02718,0,CO01,VEHICLE,All director hotel determine.,11-05-2024,
A02719,0,CO03,VEHICLE,Tree project win.,29-04-2023,
A02720,0,CO02,MACHINERY,Beat catch shake.,20-04-2023,
A02721,0,CO02,COMPUTER,Interview analysis conference.,18-12-2023,
A02722,0,CO02,MACHINERY,Raise teach.,21-08-2023,
A02723,0,CO01,FURNITURE,Painting something Democrat him.,05-03-2024,
A02724,0,CO03,BUILDING,Again thing then religious economic.,15-04-2021,
A02725,0,CO02,VEHICLE,Consumer peace use.,02-07-2024,
A02726,0,CO02,BUILDING,Beat discuss conference.,20-02-2025,
A02727,0,CO01,COMPUTER,Crime shake on order benefit.,18-01-2024,
A02728,0,CO02,FURNITURE,Class message affect information word.,01-06-2024,
A02729,0,CO02,VEHICLE,Ever protect drop money contain.,06-05-2023,
A02730,0,CO02,BUILDING,Book TV room.,11-03-2022,
A02731,0,CO03,BUILDING,Four behind my see.,16-11-2023,
A02732,0,CO02,BUILDING,Voice get this.,28-08-2024,
A02733,0,CO02,MACHINERY,Gun short available just.,23-05-2022,
A02734,0,CO01,VEHICLE,Particular a.,26-07-2024,
A02735,0,CO01,VEHICLE,Hotel often already beautiful.,04-04-2021,
A02736,0,CO03,FURNITURE,Star energy likely statement.,09-06-2021,
A02737,0,CO03,FURNITURE,Office reflect or determine box.,14-06-2023,
A02738,0,CO02,FURNITURE,Discussion discover group.,23-07-2021,
A02739,0,CO02,COMPUTER,Nothing read picture increase.,12-01-2024,
A02740,0,CO03,BUILDING,Hotel town need science that.,13-07-2023,
A02741,0,CO01,BUILDING,Born mention or.,02-01-2022,
A02742,0,CO03,VEHICLE,Candidate offer.,28-10-2024,
A02743,0,CO01,FURNITURE,Bring tax with stay.,03-05-2024,
A02744,0,CO01,MACHINERY,Painting manager few lead section.,23-11-2021,
A02745,0,CO01,COMPUTER,Today event tree population high.,04-03-2023,
A02746,0,CO01,VEHICLE,Politics offer scene.,28-10-2023,
A02747,0,CO02,MACHINERY,Under consider.,19-01-2023,
A02748,0,CO02,BUILDING,Election stay anyone.,03-09-2023,
A02749,0,CO03,MACHINERY,Act grow.,15-11-2022,
A02750,0,CO03,COMPUTER,Treatment provide coach half.,01-06-2022,
A02751,0,CO01,VEHICLE,Laugh find concern sense south.,29-03-2022,
A02752,0,CO02,VEHICLE,Positive develop short.,01-12-2022,
A02753,0,CO01,BUILDING,Sense position relationship spend.,10-10-2021,
A02754,0,CO02,COMPUTER,South sound population exist.,09-08-2021,
A02755,0,CO01,FURNITURE,Itself place.,11-01-2025,
A02756,0,CO01,VEHICLE,Either kind.,29-10-2023,
A02757,0,CO01,COMPUTER,Plant see.,12-01-2025,
A02758,0,CO02,FURNITURE,Everything choice win life.,10-02-2023,
A02759,0,CO03,BUILDING,Some network.,26-01-2022,
A02760,0,CO02,FURNITURE,Everyone action small animal teach.,04-02-2023,
A02761,0,CO03,VEHICLE,Political deal life.,30-09-2022,
A02762,0,CO03,FURNITURE,Force wonder.,10-06-2022,
A02763,0,CO02,MACHINERY,Five claim medical.,25-01-2025,
A02764,0,CO01,MACHINERY,Recently allow police.,11-11-2024,
A02765,0,CO03,BUILDING,Year him exist factor.,18-04-2021,
A02766,0,CO02,MACHINERY,Open talk top book.,11-08-2023,
A02767,0,CO01,BUILDING,White Congress hospital.,12-08-2021,
A02768,0,CO01,VEHICLE,Music include.,08-05-2024,
A02769,0,CO03,MACHINERY,Measure represent.,06-04-2021,
A02770,0,CO01,FURNITURE,Company one range.,10-02-2024,
A02771,0,CO01,COMPUTER,Officer above even paper.,24-09-2022,
A02772,0,CO02,COMPUTER,Force choose machine surface.,20-05-2023,
A02773,0,CO01,FURNITURE,Open old.,11-10-2021,
A02774,0,CO03,COMPUTER,Every nice carry.,24-01-2023,
A02775,0,CO03,VEHICLE,Prepare time network beautiful him.,05-01-2022,
A02776,0,CO02,MACHINERY,Story worry job.,09-02-2025,
A02777,0,CO01,VEHICLE,Foot compare various very.,13-01-2023,
A02778,0,CO03,BUILDING,Fly cell medical.,30-06-2023,
A02779,0,CO02,VEHICLE,Hit natural resource us accept.,30-10-2021,
A02780,0,CO02,MACHINERY,In service whatever bill.,26-10-2021,
A02781,0,CO01,FURNITURE,Outside level also ask your.,25-02-2025,
A02782,0,CO01,BUILDING,Similar serve chair.,20-07-2022,
A02783,0,CO03,VEHICLE,Worker buy science never lose.,19-03-2023,
A02784,0,CO02,VEHICLE,Another computer performance easy simple.,02-03-2023,
A02785,0,CO02,VEHICLE,Pattern truth seem.,16-05-2021,
A02786,0,CO02,BUILDING,Business hundred save anything.,19-04-2021,
A02787,0,CO03,VEHICLE,Subject condition hope probably drug.,14-02-2022,
A02788,0,CO02,VEHICLE,Item power first.,12-04-2024,
A02789,0,CO02,VEHICLE,Career lead daughter enough quite.,11-08-2022,
A02790,0,CO01,VEHICLE,Article culture local remember.,22-12-2023,
A02791,0,CO02,MACHINERY,Computer charge democratic.,26-10-2021,
A02792,0,CO03,VEHICLE,Nature set suggest decade.,25-03-2024,
A02793,0,CO03,VEHICLE,Purpose still well score.,16-06-2022,
A02794,0,CO02,VEHICLE,Summer international.,17-02-2023,
A02795,0,CO03,COMPUTER,Pattern require interview cover history.,28-07-2022,
A02796,0,CO02,VEHICLE,Morning consider beautiful home hundred.,04-10-2024,
A02797,0,CO03,FURNITURE,Rise us wear level Mrs.,29-04-2022,
A02798,0,CO03,BUILDING,Election outside wonder per.,21-12-2021,
A02799,0,CO03,VEHICLE,Her during meet bad.,29-09-2022,
A02800,0,CO03,VEHICLE,Compare Congress similar.,22-05-2024,
A02801,0,CO03,BUILDING,Role participant fill.,19-11-2024,
A02802,0,CO01,FURNITURE,Article local pretty country.,02-09-2023,
A02803,0,CO01,COMPUTER,Quickly under.,16-05-2021,
A02804,0,CO03,BUILDING,Anything step Congress benefit.,08-11-2021,
A02805,0,CO03,FURNITURE,Represent why respond.,06-02-2024,
A02806,0,CO02,COMPUTER,Worker similar.,10-02-2024,
A02807,0,CO03,FURNITURE,Above subject become.,19-05-2024,
A02808,0,CO01,COMPUTER,On culture teacher.,11-01-2022,
A02809,0,CO01,VEHICLE,It paper car.,26-02-2023,
A02810,0,CO02,BUILDING,Foreign center development second page.,01-01-2024,
A02811,0,CO03,VEHICLE,Speak book response city.,25-10-2022,
A02812,0,CO02,FURNITURE,Model husband.,30-09-2022,
A02813,0,CO01,BUILDING,Whose politics center control.,11-03-2023,
A02814,0,CO01,MACHINERY,Any success course.,23-12-2021,
A02815,0,CO03,FURNITURE,Theory early newspaper.,27-01-2024,
A02816,0,CO01,FURNITURE,Majority lose imagine true.,18-12-2024,
A02817,0,CO01,VEHICLE,Develop go who bag.,13-01-2022,
A02818,0,CO01,COMPUTER,Your wall.,23-08-2024,
A02819,0,CO02,BUILDING,Film father southern specific.,15-10-2021,
A02820,0,CO03,FURNITURE,Story include without.,02-12-2023,
A02821,0,CO03,BUILDING,Man condition.,22-12-2022,
A02822,0,CO03,MACHINERY,College speak.,15-09-2022,
A02823,0,CO02,MACHINERY,Good pay feeling.,24-10-2023,
A02824,0,CO02,COMPUTER,Effort certainly hand year.,31-12-2022,
A02825,0,CO01,VEHICLE,Process religious budget.,15-07-2023,
A02826,0,CO01,BUILDING,Candidate along fall some customer.,16-06-2021,
A02827,0,CO01,MACHINERY,Defense peace.,18-11-2022,
A02828,0,CO03,FURNITURE,Talk hour.,08-01-2025,
A02829,0,CO03,MACHINERY,Challenge meet he debate thus.,11-12-2022,
A02830,0,CO03,MACHINERY,Particularly real improve fire trip.,12-04-2023,
A02831,0,CO03,VEHICLE,Protect relate by operation.,16-06-2022,
A02832,0,CO02,MACHINERY,Somebody scene because environment.,29-08-2023,
A02833,0,CO02,BUILDING,Citizen hotel it expect bit.,01-10-2021,
A02834,0,CO02,MACHINERY,College bag case man.,11-04-2022,
A02835,0,CO01,BUILDING,As them situation interesting.,01-09-2022,
A02836,0,CO01,COMPUTER,Newspaper also thus.,21-12-2021,
A02837,0,CO02,FURNITURE,List place skill whom.,04-12-2021,
A02838,0,CO02,BUILDING,Law mention memory upon.,02-08-2023,
A02839,0,CO03,COMPUTER,Material nature them sometimes.,10-03-2023,
A02840,0,CO01,VEHICLE,History beyond.,16-05-2024,
A02841,0,CO03,FURNITURE,Enough question available low plan.,15-05-2023,
A02842,0,CO03,MACHINERY,Suggest night available.,06-10-2023,
A02843,0,CO01,VEHICLE,Research another court.,28-12-2021,
A02844,0,CO02,BUILDING,Mission similar project.,24-04-2022,
A02845,0,CO03,FURNITURE,Happen yes worker determine oil.,31-07-2024,
A02846,0,CO02,VEHICLE,Whatever image between.,22-09-2022,
A02847,0,CO01,MACHINERY,Threat seven easy.,14-02-2022,
A02848,0,CO01,FURNITURE,Family interest.,23-04-2024,
A02849,0,CO01,MACHINERY,Spring value career fight those.,22-03-2022,
A02850,0,CO02,FURNITURE,All recent without take.,22-02-2025,
A02851,0,CO01,COMPUTER,Himself brother rich.,15-10-2023,
A02852,0,CO01,COMPUTER,New seek amount.,05-02-2024,
A02853,0,CO02,COMPUTER,Government beautiful smile.,07-01-2025,
A02854,0,CO03,COMPUTER,Magazine he argue.,11-02-2022,
A02855,0,CO03,FURNITURE,Take society late its.,17-04-2023,
A02856,0,CO02,FURNITURE,Dark institution figure.,13-02-2022,
A02857,0,CO02,VEHICLE,Bad including suggest finish.,26-06-2022,
A02858,0,CO02,COMPUTER,May your design seek.,04-12-2022,
A02859,0,CO03,BUILDING,Standard another use factor.,09-04-2021,
A02860,0,CO01,VEHICLE,Happy main process international.,03-02-2022,
A02861,0,CO02,FURNITURE,Identify father view section.,09-10-2021,
A02862,0,CO02,BUILDING,Possible air available help.,22-05-2024,
A02863,0,CO01,VEHICLE,Near kind answer explain capital.,22-04-2023,
A02864,0,CO02,COMPUTER,Recently hair.,26-04-2022,
A02865,0,CO02,BUILDING,Than bit.,15-02-2022,
A02866,0,CO01,VEHICLE,Do month according design.,12-11-2023,
A02867,0,CO02,MACHINERY,Half certain reduce.,23-05-2022,
A02868,0,CO01,COMPUTER,Scientist guess.,25-04-2024,
A02869,0,CO03,FURNITURE,Mr instead remain.,08-09-2022,
A02870,0,CO02,FURNITURE,Mean economic agreement answer while.,11-09-2024,
A02871,0,CO02,MACHINERY,Area food they conference.,26-04-2024,
A02872,0,CO02,MACHINERY,Cause over.,03-10-2021,
A02873,0,CO03,FURNITURE,Customer also organization.,31-01-2023,
A02874,0,CO01,BUILDING,Notice agency but soldier whole.,09-02-2023,
A02875,0,CO02,BUILDING,Purpose whose admit.,03-07-2022,
A02876,0,CO01,BUILDING,Foot discover service.,22-04-2023,
A02877,0,CO02,BUILDING,Discover economic strong road.,18-04-2023,
A02878,0,CO01,MACHINERY,Federal seem.,04-03-2024,
A02879,0,CO03,MACHINERY,Old well.,10-03-2024,
A02880,0,CO02,MACHINERY,Left husband call.,08-03-2023,
A02881,0,CO01,FURNITURE,Present guess who be office.,05-07-2023,
A02882,0,CO02,COMPUTER,Leave executive same yeah person.,24-10-2023,
A02883,0,CO03,BUILDING,Cell morning role.,19-01-2022,
A02884,0,CO02,COMPUTER,Mean either health language particularly.,09-08-2021,
A02885,0,CO02,COMPUTER,Certainly team choice project here.,28-09-2022,
A02886,0,CO02,VEHICLE,Play prove agreement.,02-06-2022,
A02887,0,CO02,FURNITURE,Skin thousand enjoy.,03-02-2023,
A02888,0,CO01,VEHICLE,Occur red also.,20-09-2022,
A02889,0,CO02,BUILDING,Under these enter.,25-09-2023,
A02890,0,CO03,MACHINERY,Church full single.,16-02-2023,
A02891,0,CO01,COMPUTER,Hope Congress six building.,08-07-2023,
A02892,0,CO03,BUILDING,Ten they sure.,22-04-2024,
A02893,0,CO03,MACHINERY,Upon father war.,10-12-2024,
A02894,0,CO02,VEHICLE,Door do field whole.,11-09-2021,
A02895,0,CO03,MACHINERY,Reduce become evidence join.,22-06-2024,
A02896,0,CO03,MACHINERY,Measure those grow only.,17-05-2023,
A02897,0,CO03,MACHINERY,Final answer.,29-12-2023,
A02898,0,CO02,MACHINERY,Design decision southern time.,20-11-2022,
A02899,0,CO02,FURNITURE,Republican any nation all.,17-01-2024,
A02900,0,CO01,VEHICLE,Goal smile.,03-06-2024,
A02901,0,CO01,FURNITURE,Unit space market anything.,18-12-2024,
A02902,0,CO03,BUILDING,Through include now.,29-08-2024,
A02903,0,CO01,BUILDING,Age place article single federal.,03-09-2024,
A02904,0,CO03,COMPUTER,Imagine green.,14-05-2021,
A02905,0,CO01,COMPUTER,Experience activity.,12-09-2022,
A02906,0,CO03,VEHICLE,Arrive standard table writer base.,31-07-2024,
A02907,0,CO03,FURNITURE,Large central Congress reason magazine.,20-12-2023,
A02908,0,CO01,MACHINERY,Group seek letter.,17-08-2021,
A02909,0,CO02,BUILDING,Total simply central see.,19-07-2023,
A02910,0,CO01,VEHICLE,Million deal close stay.,13-11-2021,
A02911,0,CO01,BUILDING,Bed half simply improve.,12-06-2024,
A02912,0,CO03,BUILDING,Reveal meeting decide project.,23-12-2022,
A02913,0,CO02,COMPUTER,Board federal have onto.,01-07-2022,
A02914,0,CO02,COMPUTER,Change boy.,12-03-2023,
A02915,0,CO03,COMPUTER,And hard area.,06-10-2024,
A02916,0,CO01,FURNITURE,Former question road fall visit.,08-07-2023,
A02917,0,CO03,COMPUTER,List himself name bad.,10-03-2024,
A02918,0,CO02,COMPUTER,Head wife several.,19-03-2022,
A02919,0,CO02,COMPUTER,Its require girl life.,01-08-2023,
A02920,0,CO02,COMPUTER,Difference common scientist.,20-05-2021,
A02921,0,CO03,VEHICLE,Give effort knowledge door.,18-09-2024,
A02922,0,CO02,COMPUTER,Chance event.,05-06-2023,
A02923,0,CO03,VEHICLE,Poor provide open believe.,02-06-2022,
A02924,0,CO02,VEHICLE,Even war us nothing.,15-03-2024,
A02925,0,CO02,MACHINERY,Discussion begin concern.,12-07-2022,
A02926,0,CO02,MACHINERY,Remain rich thought.,18-07-2024,
A02927,0,CO03,VEHICLE,Else of old total.,27-04-2021,
A02928,0,CO02,COMPUTER,Believe church movement.,20-10-2023,
A02929,0,CO03,MACHINERY,Million several group.,17-09-2024,
A02930,0,CO01,COMPUTER,Hand walk hard employee.,03-11-2024,
A02931,0,CO02,COMPUTER,Hand effect street city.,04-04-2023,
A02932,0,CO01,COMPUTER,Thought personal rate training.,10-01-2024,
A02933,0,CO01,FURNITURE,Local third rate now.,17-03-2023,
A02934,0,CO03,COMPUTER,Information democratic interview.,27-04-2022,
A02935,0,CO02,MACHINERY,Will begin environmental appear body.,02-06-2022,
A02936,0,CO01,BUILDING,Somebody type pattern account computer.,27-08-2023,
A02937,0,CO02,FURNITURE,Wait response upon then of.,13-03-2023,
A02938,0,CO01,FURNITURE,Ten property whether.,28-10-2022,
A02939,0,CO02,BUILDING,Personal miss brother discussion western.,07-12-2023,
A02940,0,CO02,FURNITURE,Group medical exist.,09-02-2023,
A02941,0,CO03,COMPUTER,Vote as because assume.,17-02-2022,
A02942,0,CO02,VEHICLE,Direction great.,12-02-2023,
A02943,0,CO01,COMPUTER,Under sport.,19-06-2023,
A02944,0,CO01,VEHICLE,Stage soldier.,24-10-2023,
A02945,0,CO02,MACHINERY,Light nothing.,26-04-2024,
A02946,0,CO03,FURNITURE,Military realize power.,17-10-2023,
A02947,0,CO02,VEHICLE,Say future ask finish.,26-02-2024,
A02948,0,CO03,MACHINERY,Note policy inside.,09-02-2024,
A02949,0,CO02,BUILDING,Soldier office much feeling.,20-08-2023,
A02950,0,CO03,FURNITURE,Require guy view hand hair.,24-07-2024,
A02951,0,CO02,BUILDING,Edge important short.,20-01-2022,
A02952,0,CO02,MACHINERY,First wind hard his.,30-05-2021,
A02953,0,CO02,FURNITURE,Seek end particular big.,25-08-2024,
A02954,0,CO03,FURNITURE,Scientist office gas.,12-05-2023,
A02955,0,CO02,BUILDING,Tell enjoy.,28-01-2024,
A02956,0,CO02,BUILDING,Several reality entire why.,02-05-2023,
A02957,0,CO01,VEHICLE,Lay success risk.,16-12-2022,
A02958,0,CO02,VEHICLE,Republican enjoy simple bad score.,18-12-2022,
A02959,0,CO02,VEHICLE,Rather site.,13-05-2023,
A02960,0,CO01,BUILDING,Food same face federal friend.,27-11-2022,
A02961,0,CO03,FURNITURE,According painting.,22-03-2024,
A02962,0,CO01,MACHINERY,Scene into series which during.,09-12-2022,
A02963,0,CO03,FURNITURE,News time write today.,15-07-2023,
A02964,0,CO02,VEHICLE,Cup order factor newspaper their.,18-02-2023,
A02965,0,CO03,BUILDING,Chance summer house chair.,17-10-2022,
A02966,0,CO01,VEHICLE,Close there someone matter or.,11-01-2025,
A02967,0,CO01,MACHINERY,How population resource.,01-09-2023,
A02968,0,CO01,BUILDING,Final however.,30-11-2021,
A02969,0,CO02,COMPUTER,North return.,05-03-2023,
A02970,0,CO02,COMPUTER,Debate baby result mind.,27-08-2023,
A02971,0,CO01,VEHICLE,Doctor president human.,23-01-2025,
A02972,0,CO02,VEHICLE,Other them part.,11-08-2023,
A02973,0,CO02,COMPUTER,Beyond him team.,07-01-2023,
A02974,0,CO02,COMPUTER,Skill stage language.,25-10-2021,
A02975,0,CO02,VEHICLE,Among early industry.,08-02-2023,
A02976,0,CO02,COMPUTER,Now important.,23-01-2024,
A02977,0,CO03,COMPUTER,Cup north suddenly.,22-08-2022,
A02978,0,CO03,COMPUTER,One state.,12-06-2024,
A02979,0,CO02,COMPUTER,Foreign career.,09-09-2021,
A02980,0,CO01,FURNITURE,Early public operation almost.,27-03-2024,
A02981,0,CO03,FURNITURE,Own radio news.,19-11-2024,
A02982,0,CO03,VEHICLE,Enter really subject list.,17-01-2025,
A02983,0,CO03,COMPUTER,Garden bill even.,05-03-2023,
A02984,0,CO02,COMPUTER,Two role decide least.,03-06-2023,
A02985,0,CO01,VEHICLE,Third amount still them.,07-11-2023,
A02986,0,CO03,BUILDING,Skin son our.,06-04-2023,
A02987,0,CO03,BUILDING,Dark side low.,21-02-2022,
A02988,0,CO03,VEHICLE,Able laugh event friend make.,20-07-2023,
A02989,0,CO01,VEHICLE,Fly standard standard western ever.,22-08-2021,
A02990,0,CO02,COMPUTER,Son star quickly.,04-09-2024,
A02991,0,CO01,COMPUTER,Part nor age memory positive.,10-12-2024,
A02992,0,CO03,VEHICLE,Analysis may serve question itself.,14-04-2021,
A02993,0,CO01,COMPUTER,Too get throw.,30-12-2023,
A02994,0,CO01,COMPUTER,Three office debate.,18-03-2024,
A02995,0,CO03,MACHINERY,Heart third poor.,08-10-2023,
A02996,0,CO03,MACHINERY,Network keep economy goal.,20-05-2024,
A02997,0,CO02,BUILDING,Western responsibility billion.,04-02-2025,
A02998,0,CO02,BUILDING,State measure.,07-11-2023,
A02999,0,CO03,BUILDING,Option drop skill woman.,26-08-2022,
A03000,0,CO01,MACHINERY,Husband wind back operation.,22-03-2023,
