sales_order,sales_order_item,material_id,order_quantity,plant_id,net_value,currency
OR202412090000008481,4,MAT-00246,20,3,11388.24,USD
OR202412090000006086,1,MAT-01473,18,4,9200.52,USD
OR202412090000006086,2,MAT-00523,9,3,2617.272,USD
OR202412090000006086,3,MAT-00208,44,5,2600.4,USD
OR202412090000006086,4,MAT-01372,42,3,3222.576,USD
OR202412090000006086,5,MAT-00694,43,4,5217.276,USD
OR202412090000005450,1,MAT-01125,38,1,12559.608,USD
OR202412090000005450,2,MAT-00661,11,4,5382.036,USD
OR202412090000005450,3,MAT-01204,36,3,15025.824,USD
OR202412090000007923,1,MAT-01353,16,2,4687.872,USD
OR202412090000007923,2,MAT-00420,6,4,905.76,USD
OR202412090000007923,3,MAT-00247,10,4,5155.92,USD
OR202412090000005391,1,MAT-00919,49,1,25049.976,USD
OR202412090000005391,2,MAT-00539,36,2,12140.928,USD
OR202412090000005391,3,MAT-00066,1,1,150.912,USD
OR202412090000005391,4,MAT-00072,4,4,787.824,USD
OR202412090000005391,5,MAT-01182,38,1,12155.136,USD
OR202412090000005248,1,MAT-00278,40,4,22248.48,USD
OR202412090000007907,1,MAT-01018,26,3,1815.84,USD
OR202412090000002093,1,MAT-01060,41,4,8174.088,USD
OR202412090000002093,2,MAT-01114,16,5,4346.304,USD
OR202412090000002093,3,MAT-00385,6,4,3448.224,USD
OR202412090000002829,1,MAT-00552,12,1,4509.792,USD
OR202412090000001195,1,MAT-01033,20,2,4722.72,USD
OR202412090000001195,2,MAT-00953,19,3,1791.396,USD
OR202412090000001195,3,MAT-00085,32,3,11517.312,USD
OR202412090000005614,1,MAT-00232,7,4,2165.856,USD
OR202412090000005614,2,MAT-00918,36,1,9192.528,USD
OR202412100000001719,1,MAT-00239,27,4,5774.652,USD
OR202412100000001719,2,MAT-00960,32,3,13285.248,USD
OR202412100000001719,3,MAT-01142,13,2,648.336,USD
OR202412100000001719,4,MAT-00345,32,3,7195.776,USD
OR202412100000001719,5,MAT-01140,32,2,10568.832,USD
OR202412100000002805,1,MAT-00827,15,1,568.26,USD
OR202412100000001404,1,MAT-01302,29,3,2050.416,USD
OR202412100000001404,2,MAT-00655,48,5,9971.712,USD
OR202412100000004529,1,MAT-00774,3,4,1660.644,USD
OR202412100000004529,2,MAT-00582,27,5,11578.14,USD
OR202412100000002024,1,MAT-00732,28,2,5938.464,USD
OR202412100000002024,2,MAT-01257,7,5,1701.42,USD
OR202412100000002024,3,MAT-00874,36,3,17309.376,USD
OR202412100000002024,4,MAT-00449,37,1,15252.732,USD
OR202412100000007509,1,MAT-00617,27,1,3141.18,USD
OR202412100000001853,1,MAT-00147,8,2,3839.04,USD
OR202412100000002840,1,MAT-00866,42,5,17254.44,USD
OR202412100000002840,2,MAT-01178,7,3,1968.708,USD
OR202412100000002840,3,MAT-00548,48,3,28536.768,USD
OR202412100000002840,4,MAT-00386,44,4,21503.328,USD
OR202412100000003336,1,MAT-00126,7,1,2314.704,USD
OR202412100000003336,2,MAT-00227,48,3,1032.192,USD
OR202412100000003336,3,MAT-00312,13,1,4709.328,USD
OR202412100000003336,4,MAT-00588,19,3,5773.188,USD
OR202412100000008023,1,MAT-00839,20,2,8738.64,USD
OR202412100000002464,1,MAT-00731,49,4,17574.732,USD
OR202412100000002464,2,MAT-00053,18,2,2384.64,USD
OR202412100000002464,3,MAT-00983,3,1,694.008,USD
OR202412100000002464,4,MAT-01381,29,5,11827.824,USD
OR202412100000003444,1,MAT-00671,1,5,564.66,USD
OR202412100000003444,2,MAT-01183,14,2,6160.728,USD
OR202412100000003444,3,MAT-00669,4,4,2194.032,USD
OR202412100000007446,1,MAT-01149,37,2,11476.956,USD
OR202412100000009666,1,MAT-00252,14,2,2078.496,USD
OR202412100000009666,2,MAT-01090,35,4,20198.22,USD
OR202412100000009666,3,MAT-00859,18,3,4836.024,USD
OR202412100000009666,4,MAT-01431,44,4,2437.248,USD
OR202412100000009666,5,MAT-00768,35,5,1041.6,USD
OR202412100000005606,1,MAT-01144,20,1,868.32,USD
OR202412100000005606,2,MAT-00017,50,2,19576.8,USD
OR202412100000005606,3,MAT-01078,49,3,20734.644,USD
OR202412100000005606,4,MAT-00878,17,5,3570.408,USD
OR202412100000005606,5,MAT-01342,19,5,9690.912,USD
OR202412100000007455,1,MAT-01377,2,3,358.608,USD
OR202412100000007455,2,MAT-01389,38,3,19495.824,USD
OR202412100000007455,3,MAT-00824,48,5,16839.36,USD
OR202412100000007455,4,MAT-00567,15,5,7448.4,USD
OR202412100000006249,1,MAT-00782,27,1,13363.38,USD
OR202412100000006249,2,MAT-00780,10,2,904.8,USD
OR202412100000006249,3,MAT-00373,20,1,7661.28,USD
OR202412100000006249,4,MAT-00229,24,2,10666.368,USD
OR202412100000006249,5,MAT-00741,38,2,8998.704,USD
OR202412100000002017,1,MAT-00294,26,3,4902.144,USD
OR202412100000002017,2,MAT-00332,37,5,6995.664,USD
OR202412100000002017,3,MAT-00593,15,2,6080.04,USD
OR202412100000002017,4,MAT-01294,27,3,766.908,USD
OR202412100000005242,1,MAT-00745,1,2,92.688,USD
OR202412100000005242,2,MAT-01013,22,3,2830.872,USD
OR202412100000009313,1,MAT-00167,42,4,23683.464,USD
OR202412110000003382,1,MAT-01215,15,2,7365.78,USD
OR202412110000003382,2,MAT-00974,48,2,20468.16,USD
OR202412110000003382,3,MAT-00431,14,4,4175.808,USD
OR202412110000003382,4,MAT-00742,24,2,13320,USD
OR202412110000003382,5,MAT-01347,38,5,13891.128,USD
OR202412110000002961,1,MAT-01358,23,4,9655.308,USD
OR202412110000002961,2,MAT-00096,20,3,1506.24,USD
OR202412110000003090,1,MAT-00289,49,5,5557.776,USD
OR202412110000003090,2,MAT-00897,47,1,1576.944,USD
OR202412110000005350,1,MAT-01078,33,2,13806.54,USD
OR202412110000002857,1,MAT-00249,24,5,7927.488,USD
OR202412110000002857,2,MAT-00034,16,1,2815.872,USD
OR202412110000002857,3,MAT-00031,6,4,2797.272,USD
OR202412110000002857,4,MAT-00226,33,3,9258.48,USD
OR202412110000006505,1,MAT-00813,23,5,11152.884,USD
OR202412110000006505,2,MAT-00201,21,3,6675.48,USD
OR202412110000006505,3,MAT-00867,11,2,6071.736,USD
OR202412110000001685,1,MAT-00483,41,2,21174.204,USD
OR202412110000001685,2,MAT-01115,20,2,8687.52,USD
OR202412110000001685,3,MAT-00905,24,1,6643.008,USD
OR202412110000009926,1,MAT-00041,34,1,12531.72,USD
OR202412110000009926,2,MAT-00986,8,1,207.648,USD
OR202412110000009926,3,MAT-00644,24,2,2956.896,USD
OR202412110000009926,4,MAT-01492,35,3,7996.38,USD
OR202412110000009926,5,MAT-00074,13,5,7400.484,USD
OR202412110000009920,1,MAT-00510,25,4,13785,USD
OR202412110000004087,1,MAT-00601,7,1,1820.196,USD
OR202412110000004087,2,MAT-00891,17,3,10088.412,USD
OR202412110000004087,3,MAT-00703,25,2,9219.3,USD
OR202412110000004087,4,MAT-00186,18,3,10099.08,USD
OR202412110000008425,1,MAT-00766,34,2,4239.528,USD
OR202412110000008425,2,MAT-00296,46,3,11440.752,USD
OR202412110000008425,3,MAT-01236,32,5,15535.872,USD
OR202412110000008425,4,MAT-01268,42,4,12527.928,USD
OR202412110000004948,1,MAT-01392,46,5,6594.744,USD
OR202412110000004948,2,MAT-00438,14,2,864.696,USD
OR202412110000004948,3,MAT-01479,36,4,16794,USD
OR202412110000001149,1,MAT-00076,26,5,15479.256,USD
OR202412110000001149,2,MAT-01297,15,5,8633.7,USD
OR202412110000001149,3,MAT-01467,23,1,1451.76,USD
OR202412110000002330,1,MAT-00806,46,1,5915.232,USD
OR202412110000008637,1,MAT-00223,39,3,9757.332,USD
OR202412110000007995,1,MAT-01324,16,5,6630.912,USD
OR202412110000006413,1,MAT-00816,28,1,16319.52,USD
OR202412110000006413,2,MAT-00915,39,1,5132.088,USD
OR202412110000006413,3,MAT-00697,24,5,5839.488,USD
OR202412110000003683,1,MAT-00525,48,1,2589.12,USD
OR202412110000003683,2,MAT-01113,30,5,7428.96,USD
OR202412110000003683,3,MAT-01274,11,4,4194.3,USD
OR202412110000003683,4,MAT-01216,31,4,5905.872,USD
OR202412110000003683,5,MAT-00513,25,3,4441.8,USD
OR202412110000003126,1,MAT-00949,50,1,8580.6,USD
OR202412110000003126,2,MAT-00035,30,5,4999.32,USD
OR202412110000003126,3,MAT-00193,24,4,5517.504,USD
OR202412110000003126,4,MAT-00529,34,4,18069.504,USD
OR202412110000005512,1,MAT-00759,3,1,1622.592,USD
OR202412110000002371,1,MAT-00649,20,3,3705.12,USD
OR202412110000002371,2,MAT-00161,30,2,9868.68,USD
OR202412110000007338,1,MAT-00207,15,4,3594.96,USD
OR202412110000007338,2,MAT-00679,35,3,20862.24,USD
OR202412110000007338,3,MAT-00810,16,1,3800.256,USD
OR202412110000006625,1,MAT-01327,9,1,2953.476,USD
OR202412110000006625,2,MAT-01013,8,5,432.864,USD
OR202412110000006625,3,MAT-00888,34,3,9879.312,USD
OR202412110000006625,4,MAT-00930,36,1,1697.328,USD
OR202412110000006625,5,MAT-00648,48,1,14710.464,USD
OR202412110000009605,1,MAT-00533,36,4,13355.28,USD
OR202412110000009605,2,MAT-01229,16,1,8053.824,USD
OR202412110000009696,1,MAT-00075,12,4,3201.984,USD
OR202412110000009491,1,MAT-01161,10,5,5613.72,USD
OR202412110000001818,1,MAT-00238,45,3,5477.22,USD
OR202412110000001818,2,MAT-00762,30,1,12288.96,USD
OR202412110000001818,3,MAT-01293,50,1,19518,USD
OR202412110000001818,4,MAT-01027,2,5,824.424,USD
OR202412110000001818,5,MAT-00216,24,4,7981.632,USD
OR202412110000003519,1,MAT-01178,48,2,12002.688,USD
OR202412110000003519,2,MAT-00095,38,1,7017.384,USD
OR202412110000003519,3,MAT-00642,38,2,11964.072,USD
OR202412110000003519,4,MAT-01205,12,4,6700.032,USD
OR202412110000003519,5,MAT-00860,20,4,7894.8,USD
OR202412110000009412,1,MAT-01397,13,3,6902.376,USD
OR202412110000009412,2,MAT-00570,34,4,11315.064,USD
OR202412110000009521,1,MAT-00400,6,4,184.896,USD
OR202412110000005524,1,MAT-00087,22,5,10807.632,USD
OR202412110000005524,2,MAT-00981,18,1,1923.696,USD
OR202412110000005524,3,MAT-01445,5,2,564.9,USD
OR202412110000005973,1,MAT-01270,23,4,9191.904,USD
OR202412110000005973,2,MAT-00604,47,1,27650.664,USD
OR202412110000005973,3,MAT-00453,41,2,10142.58,USD
OR202412110000009216,1,MAT-00306,50,2,2214.6,USD
OR202412110000009216,2,MAT-00095,37,3,5559.324,USD
OR202412110000009216,3,MAT-00529,2,2,943.752,USD
OR202412110000009216,4,MAT-00220,34,5,5083.272,USD
OR202412110000006667,1,MAT-00896,6,5,2754.792,USD
OR202412110000006667,2,MAT-01131,14,5,6370.56,USD
OR202412110000006667,3,MAT-00539,40,4,4500,USD
OR202412110000006177,1,MAT-01077,33,1,7333.524,USD
OR202412110000006177,2,MAT-00245,9,5,5137.452,USD
OR202412120000005725,1,MAT-01036,39,2,12635.532,USD
OR202412120000005725,2,MAT-00176,8,1,2286.528,USD
OR202412120000004170,1,MAT-00952,28,1,13612.704,USD
OR202412120000004170,2,MAT-00517,45,1,7203.06,USD
OR202412120000004170,3,MAT-01246,15,2,4677.84,USD
OR202412120000004170,4,MAT-00709,26,3,393.432,USD
OR202412120000004170,5,MAT-01377,48,5,21254.976,USD
OR202412120000003125,1,MAT-00925,15,3,740.52,USD
OR202412120000003125,2,MAT-00243,36,4,7316.784,USD
OR202412120000003125,3,MAT-01207,40,5,3612,USD
OR202412120000003125,4,MAT-01082,17,3,5030.436,USD
OR202412120000003125,5,MAT-01192,37,1,1505.16,USD
OR202412120000006067,1,MAT-00103,22,2,13117.632,USD
OR202412120000006067,2,MAT-01358,35,3,9007.32,USD
OR202412120000008115,1,MAT-01416,14,2,4024.944,USD
OR202412120000008115,2,MAT-01488,19,2,5901.78,USD
OR202412120000008115,3,MAT-00555,17,3,6601.44,USD
OR202412120000008115,4,MAT-01320,9,4,4988.088,USD
OR202412120000008115,5,MAT-01011,6,2,2837.088,USD
OR202412120000005833,1,MAT-00519,35,3,20138.16,USD
OR202412120000005833,2,MAT-00940,20,3,6126.96,USD
OR202412120000005833,3,MAT-00823,40,5,17630.88,USD
OR202412120000005833,4,MAT-00188,2,5,635.832,USD
OR202412120000006596,1,MAT-00627,39,5,8565.804,USD
OR202412120000006596,2,MAT-00295,32,4,5158.656,USD
OR202412120000006596,3,MAT-00381,50,5,7666.8,USD
OR202412120000006596,4,MAT-00133,45,5,6011.28,USD
OR202412120000006596,5,MAT-00781,36,5,7502.112,USD
OR202412120000008430,1,MAT-01256,11,4,1697.388,USD
OR202412120000008430,2,MAT-00763,44,3,19722.384,USD
OR202412120000008430,3,MAT-00696,26,1,5483.4,USD
OR202412120000008430,4,MAT-00417,33,2,3906.936,USD
OR202412120000003322,1,MAT-01105,50,5,17787,USD
OR202412120000003322,2,MAT-01082,20,4,6962.64,USD
OR202412120000003322,3,MAT-00386,25,4,12217.8,USD
OR202412120000003322,4,MAT-01398,6,2,2115.144,USD
OR202412120000003322,5,MAT-00134,16,2,6422.976,USD
OR202412120000009991,1,MAT-01489,15,3,8593.74,USD
OR202412120000009991,2,MAT-00432,7,2,3547.32,USD
OR202412120000009991,3,MAT-00919,13,3,2209.74,USD
OR202412120000009991,4,MAT-00789,44,4,23944.272,USD
OR202412120000009991,5,MAT-00208,36,1,13384.656,USD
OR202412120000007157,1,MAT-01434,12,5,1995.552,USD
OR202412120000007157,2,MAT-00042,26,5,2537.496,USD
OR202412120000007157,3,MAT-01163,8,1,3553.344,USD
OR202412120000007157,4,MAT-00664,39,5,5822.856,USD
OR202412120000002653,1,MAT-00229,1,2,444.432,USD
OR202412120000001915,1,MAT-00508,46,3,12952.128,USD
OR202412120000001915,2,MAT-00410,5,4,2844.24,USD
OR202412120000001915,3,MAT-01377,17,4,7528.416,USD
OR202412120000001915,4,MAT-00933,28,3,1523.088,USD
OR202412120000001915,5,MAT-00300,38,1,19625.328,USD
OR202412120000008650,1,MAT-01249,47,4,27286.884,USD
OR202412120000008650,2,MAT-00925,28,1,5659.92,USD
OR202412120000008650,3,MAT-00608,43,2,3948.948,USD
OR202412120000008650,4,MAT-00584,18,2,9751.536,USD
OR202412120000002062,1,MAT-00574,8,1,3592.704,USD
OR202412120000008225,1,MAT-01046,21,4,10313.1,USD
OR202412120000008225,2,MAT-01417,43,2,5622.852,USD
OR202412120000008225,3,MAT-00145,30,3,16114.32,USD
OR202412120000002160,1,MAT-01390,4,2,183.936,USD
OR202412120000002160,2,MAT-01316,22,5,11789.976,USD
OR202412120000007655,1,MAT-00452,32,1,3462.144,USD
OR202412120000003444,1,MAT-01038,45,3,17323.74,USD
OR202412120000003444,2,MAT-00696,21,3,5408.172,USD
OR202412120000003444,3,MAT-00050,45,1,7221.96,USD
OR202412120000009072,1,MAT-00793,29,2,15973.896,USD
OR202412120000009072,2,MAT-01083,18,5,5778.864,USD
OR202412120000006836,1,MAT-00245,26,2,14985.36,USD
OR202412120000006836,2,MAT-01277,17,3,5383.968,USD
OR202412120000006836,3,MAT-00735,22,3,2447.28,USD
OR202412120000006836,4,MAT-01401,6,4,3294.504,USD
OR202412120000002045,1,MAT-00736,13,4,3574.584,USD
OR202412120000003683,1,MAT-00241,23,1,7831.776,USD
OR202412120000003683,2,MAT-01494,28,3,11246.256,USD
OR202412120000003020,1,MAT-00564,45,5,1561.68,USD
OR202412120000003020,2,MAT-00035,33,4,19732.68,USD
OR202412120000003020,3,MAT-01419,25,4,4754.7,USD
OR202412120000003020,4,MAT-00904,3,1,1783.224,USD
OR202412120000009622,1,MAT-00311,21,4,10656.324,USD
OR202412120000009622,2,MAT-00499,32,4,9875.328,USD
OR202412120000009622,3,MAT-00095,17,4,3296.028,USD
OR202412120000009434,1,MAT-01122,19,4,7075.524,USD
OR202412120000009434,2,MAT-01074,45,5,11710.98,USD
OR202412120000009434,3,MAT-01068,2,1,989.208,USD
OR202412120000009434,4,MAT-00815,40,2,16788,USD
OR202412120000009434,5,MAT-00331,26,2,8534.136,USD
OR202412120000004829,1,MAT-00295,7,4,1128.456,USD
OR202412130000004367,1,MAT-00178,31,2,11306.196,USD
OR202412130000004367,2,MAT-01090,36,4,20775.312,USD
OR202412130000004367,3,MAT-00881,10,3,4030.08,USD
OR202412130000004367,4,MAT-00090,19,1,322.848,USD
OR202412130000004718,1,MAT-01177,18,5,3674.376,USD
OR202412130000004718,2,MAT-00412,40,1,612,USD
OR202412130000004718,3,MAT-00980,23,2,2109.468,USD
OR202412130000003924,1,MAT-01464,1,1,441.72,USD
OR202412130000003924,2,MAT-00806,12,4,2217.888,USD
OR202412130000003924,3,MAT-00968,36,4,3236.976,USD
OR202412130000003924,4,MAT-00540,43,1,11921.664,USD
OR202412130000003924,5,MAT-00875,44,1,16276.656,USD
OR202412130000004556,1,MAT-00155,35,5,11946.06,USD
OR202412130000004556,2,MAT-01307,19,5,1215.924,USD
OR202412130000004556,3,MAT-00639,21,3,8003.772,USD
OR202412130000004556,4,MAT-00633,6,5,3364.632,USD
OR202412130000007525,1,MAT-01157,25,2,10534.2,USD
OR202412130000007525,2,MAT-01280,41,1,8057.484,USD
OR202412130000009900,1,MAT-00517,35,4,2519.58,USD
OR202412130000009900,2,MAT-00385,21,1,2716.812,USD
OR202412130000001720,1,MAT-01271,35,1,19818.54,USD
OR202412130000001720,2,MAT-01020,31,3,9285.492,USD
OR202412130000001720,3,MAT-00058,8,3,4244.064,USD
OR202412130000001720,4,MAT-00429,29,3,12042.192,USD
OR202412130000006252,1,MAT-00590,16,4,405.312,USD
OR202412130000006252,2,MAT-01483,14,5,2221.8,USD
OR202412130000001742,1,MAT-00060,22,4,6340.224,USD
OR202412130000001742,2,MAT-00181,34,2,621.384,USD
OR202412130000001742,3,MAT-00816,1,4,151.2,USD
OR202412130000001742,4,MAT-00508,10,2,394.44,USD
OR202412130000004966,1,MAT-00297,15,1,3651.84,USD
OR202412130000007298,1,MAT-00601,32,3,17584.128,USD
OR202412130000007298,2,MAT-00160,49,4,17467.128,USD
OR202412130000003930,1,MAT-01288,44,3,21490.656,USD
OR202412130000003930,2,MAT-00790,48,4,12344.256,USD
OR202412130000006794,1,MAT-01410,31,2,11641.368,USD
OR202412130000006794,2,MAT-01326,33,4,8135.028,USD
OR202412130000006794,3,MAT-00539,48,2,16187.904,USD
OR202412130000006794,4,MAT-01370,8,2,4121.952,USD
OR202412130000007035,1,MAT-00033,23,5,1713.96,USD
OR202412130000007035,2,MAT-00857,13,5,6593.184,USD
OR202412130000007035,3,MAT-00535,32,4,16616.448,USD
OR202412130000007035,4,MAT-00716,42,4,6064.632,USD
OR202412130000003476,1,MAT-00933,28,1,13868.736,USD
OR202412130000003476,2,MAT-01477,8,3,691.776,USD
OR202412130000003476,3,MAT-00538,5,2,2626.5,USD
OR202412130000001075,1,MAT-00589,3,3,1362.492,USD
OR202412130000001075,2,MAT-00636,33,5,17911.08,USD
OR202412130000001075,3,MAT-01329,27,1,10353.744,USD
OR202412130000001075,4,MAT-00250,50,2,24020.4,USD
OR202412130000009217,1,MAT-00126,28,2,10063.872,USD
OR202412130000009217,2,MAT-01395,17,2,6519.84,USD
OR202412130000009217,3,MAT-00560,4,3,1450.848,USD
OR202412130000009217,4,MAT-00884,34,5,15536.64,USD
OR202412130000009217,5,MAT-00526,24,1,6439.392,USD
OR202412130000002036,1,MAT-01118,45,3,6192.72,USD
OR202412130000002036,2,MAT-00582,6,1,467.712,USD
OR202412130000002036,3,MAT-00822,50,1,14635.8,USD
OR202412130000002036,4,MAT-00376,26,1,9615.528,USD
OR202412130000008425,1,MAT-00830,50,2,21668.4,USD
OR202412130000008425,2,MAT-00254,42,2,9964.08,USD
OR202412130000008425,3,MAT-01421,26,5,3590.496,USD
OR202412130000009116,1,MAT-01071,47,3,4352.952,USD
OR202412130000009116,2,MAT-01400,32,3,5107.968,USD
OR202412130000009116,3,MAT-01170,24,1,785.088,USD
OR202412130000009116,4,MAT-00354,29,2,12362.352,USD
OR202412130000006759,1,MAT-00358,31,5,4664.136,USD
OR202412130000005658,1,MAT-00278,3,4,1668.636,USD
OR202412130000005658,2,MAT-00844,5,3,2613.6,USD
OR202412130000005658,3,MAT-01490,22,5,4546.08,USD
OR202412130000005658,4,MAT-01424,11,4,2641.716,USD
OR202412130000007318,1,MAT-00313,10,3,2425.56,USD
OR202412130000009028,1,MAT-01151,13,1,1597.128,USD
OR202412130000008893,1,MAT-01170,3,1,98.136,USD
OR202412130000005420,1,MAT-00212,46,5,21588.168,USD
OR202412130000005420,2,MAT-01140,15,2,4954.14,USD
OR202412130000006038,1,MAT-00464,34,2,17237.592,USD
OR202412130000008159,1,MAT-01018,6,3,419.04,USD
OR202412130000008159,2,MAT-00135,10,3,769.2,USD
OR202412130000008159,3,MAT-01500,16,2,1920.576,USD
OR202412130000004826,1,MAT-00881,15,4,4877.46,USD
OR202412160000001292,1,MAT-01500,4,3,400.032,USD
OR202412160000001292,2,MAT-00555,19,1,3191.088,USD
OR202412160000007906,1,MAT-00178,44,1,3171.696,USD
OR202412160000007906,2,MAT-00411,10,2,530.04,USD
OR202412160000007906,3,MAT-00738,33,3,16529.832,USD
OR202412160000002299,1,MAT-00426,4,1,356.592,USD
OR202412160000006812,1,MAT-00487,20,3,3750.72,USD
OR202412160000006812,2,MAT-00392,27,5,10335.6,USD
OR202412160000006812,3,MAT-01115,6,3,157.68,USD
OR202412160000006812,4,MAT-00713,25,3,4192.2,USD
OR202412160000009652,1,MAT-00105,16,2,5919.168,USD
OR202412160000009652,2,MAT-00834,26,4,12708.384,USD
OR202412160000009652,3,MAT-01396,46,3,5540.976,USD
OR202412160000009652,4,MAT-01460,37,3,16257.948,USD
OR202412160000003806,1,MAT-01470,25,2,14877.3,USD
OR202412160000003806,2,MAT-00468,26,2,4015.44,USD
OR202412160000003806,3,MAT-01096,2,3,530.424,USD
OR202412160000003806,4,MAT-00924,19,3,3564.324,USD
OR202412160000007392,1,MAT-00006,9,4,4980.96,USD
OR202412160000007392,2,MAT-00848,43,3,8634.228,USD
OR202412160000007392,3,MAT-01192,18,5,3192.912,USD
OR202412160000007392,4,MAT-01427,10,3,5614.68,USD
OR202412160000004955,1,MAT-01423,21,3,11724.552,USD
OR202412160000004955,2,MAT-00442,47,2,7977.216,USD
OR202412160000004955,3,MAT-00057,11,2,2633.136,USD
OR202412160000009584,1,MAT-01267,37,3,9840.816,USD
OR202412160000009584,2,MAT-01171,5,2,1188.12,USD
OR202412160000009584,3,MAT-01068,1,2,50.784,USD
OR202412160000009584,4,MAT-00620,50,3,6379.8,USD
OR202412160000009813,1,MAT-00597,1,2,417.84,USD
OR202412160000009813,2,MAT-00317,22,3,8178.192,USD
OR202412160000009813,3,MAT-00399,39,5,4666.896,USD
OR202412160000009813,4,MAT-00743,50,2,903.6,USD
OR202412160000009813,5,MAT-01476,26,5,11480.352,USD
OR202412160000006148,1,MAT-00884,28,5,12794.88,USD
OR202412160000008187,1,MAT-00587,4,2,1110.768,USD
OR202412160000008125,1,MAT-00807,9,5,1301.292,USD
OR202412160000008125,2,MAT-01093,44,2,8203.536,USD
OR202412160000008125,3,MAT-00927,47,3,20985.312,USD
OR202412160000008125,4,MAT-00161,38,5,22540.992,USD
OR202412160000007341,1,MAT-01387,21,4,5543.496,USD
OR202412160000004574,1,MAT-00501,16,1,7278.72,USD
OR202412160000004574,2,MAT-00331,34,4,6693.24,USD
OR202412160000003042,1,MAT-00538,3,2,1575.9,USD
OR202412160000004355,1,MAT-00038,20,3,4801.2,USD
OR202412160000004355,2,MAT-01300,14,1,472.584,USD
OR202412160000004355,3,MAT-01222,47,4,1641.804,USD
OR202412160000008150,1,MAT-01421,19,5,2623.824,USD
OR202412160000009860,1,MAT-00715,35,1,15132.18,USD
OR202412160000009860,2,MAT-00897,43,5,15855.648,USD
OR202412160000009860,3,MAT-01280,48,2,26086.464,USD
OR202412160000009860,4,MAT-00281,24,1,2272.32,USD
OR202412160000003437,1,MAT-00861,24,5,14226.624,USD
