preceding_doc,preceding_item,subsequent_doc,subsequent_item,document_category,quantity,date
DL202408080000005793,2,BODL202408080000005793,2,N,17,09-08-2024
OR202408080000008461,3,DL202408080000002432,3,C,25,08-08-2024
OR202408080000008461,4,DL202408080000002769,4,C,24,08-08-2024
DL202408080000002769,4,BODL202408080000002769,4,N,11,09-08-2024
OR202408080000005256,1,DL202408080000002781,1,C,48,08-08-2024
DL202408080000002781,1,BODL202408080000002781,1,N,14,09-08-2024
OR202408080000005256,2,DL202408080000005141,2,C,40,08-08-2024
OR202408080000005256,3,DL202408080000007796,3,C,17,08-08-2024
OR202408080000004178,1,DL202408080000005949,1,C,39,08-08-2024
OR202408080000004178,2,DL202408080000002682,2,C,4,08-08-2024
OR202408080000003323,1,DL202408080000002139,1,C,33,08-08-2024
OR202408080000005607,1,DL202408080000008516,1,C,11,08-08-2024
OR202408080000005607,2,DL202408080000005629,2,C,46,08-08-2024
OR202408080000005607,3,DL202408080000003545,3,C,25,08-08-2024
OR202408080000001638,1,DL202408080000002911,1,C,49,08-08-2024
OR202408080000001638,2,DL202408080000006781,2,C,5,08-08-2024
OR202408080000001638,3,DL202408080000001455,3,C,30,08-08-2024
OR202408080000001638,4,DL202408080000002059,4,C,37,08-08-2024
OR202408080000008618,1,DL202408080000004736,1,C,25,08-08-2024
DL202408080000004736,1,BODL202408080000004736,1,N,18,09-08-2024
OR202408080000002612,1,DL202408080000009374,1,C,5,08-08-2024
DL202408080000009374,1,BODL202408080000009374,1,N,1,09-08-2024
OR202408080000002612,2,DL202408080000002197,2,C,43,08-08-2024
OR202408080000002612,3,DL202408080000002044,3,C,27,08-08-2024
DL202408080000002044,3,BODL202408080000002044,3,N,26,09-08-2024
OR202408080000002612,4,DL202408080000005971,4,C,3,08-08-2024
OR202408080000002612,5,DL202408080000009144,5,C,19,08-08-2024
DL202408080000009144,5,BODL202408080000009144,5,N,15,09-08-2024
OR202408080000008651,1,DL202408080000008528,1,C,36,08-08-2024
OR202408080000008651,2,DL202408080000002861,2,C,45,08-08-2024
OR202408080000003086,1,DL202408080000004451,1,C,31,08-08-2024
OR202408080000003086,2,DL202408080000002771,2,C,5,08-08-2024
OR202408080000003086,3,DL202408080000004649,3,C,21,08-08-2024
OR202408080000003773,1,DL202408080000008741,1,C,42,08-08-2024
OR202408080000003773,2,DL202408080000007161,2,C,12,08-08-2024
DL202408080000007161,2,BODL202408080000007161,2,N,12,09-08-2024
OR202408080000006719,1,DL202408080000002101,1,C,47,08-08-2024
OR202408080000006719,2,DL202408080000004138,2,C,21,08-08-2024
DL202408080000004138,2,BODL202408080000004138,2,N,2,09-08-2024
OR202408080000006719,3,DL202408080000002761,3,C,1,08-08-2024
OR202408080000006719,4,DL202408080000008552,4,C,25,08-08-2024
OR202408080000006719,5,DL202408080000004056,5,C,24,08-08-2024
OR202408090000005808,1,DL202408090000002766,1,C,3,09-08-2024
DL202408090000002766,1,BODL202408090000002766,1,N,1,10-08-2024
OR202408090000002328,1,DL202408090000003945,1,C,5,09-08-2024
OR202408090000002328,2,DL202408090000001641,2,C,48,09-08-2024
DL202408090000001641,2,BODL202408090000001641,2,N,48,10-08-2024
OR202408090000002328,3,DL202408090000001322,3,C,41,09-08-2024
OR202408090000002328,4,DL202408090000004879,4,C,20,09-08-2024
DL202408090000004879,4,BODL202408090000004879,4,N,9,10-08-2024
OR202408090000005910,1,DL202408090000003913,1,C,12,09-08-2024
OR202408090000005910,2,DL202408090000002555,2,C,12,09-08-2024
OR202408090000005910,3,DL202408090000004934,3,C,44,09-08-2024
OR202408090000005910,4,DL202408090000004917,4,C,13,09-08-2024
OR202408090000005910,5,DL202408090000009784,5,C,8,09-08-2024
OR202408090000001575,1,DL202408090000008299,1,C,25,09-08-2024
OR202408090000001575,2,DL202408090000009805,2,C,22,09-08-2024
OR202408090000001575,3,DL202408090000008689,3,C,47,09-08-2024
OR202408090000001575,4,DL202408090000007330,4,C,10,09-08-2024
OR202408090000001954,1,DL202408090000009456,1,C,22,09-08-2024
DL202408090000009456,1,BODL202408090000009456,1,N,16,10-08-2024
OR202408090000001954,2,DL202408090000005314,2,C,45,09-08-2024
OR202408090000001954,3,DL202408090000001611,3,C,14,09-08-2024
OR202408090000001323,1,DL202408090000005646,1,C,43,09-08-2024
OR202408090000009294,1,DL202408090000006937,1,C,43,09-08-2024
OR202408090000009294,2,DL202408090000005909,2,C,47,09-08-2024
OR202408090000009294,3,DL202408090000002113,3,C,25,09-08-2024
OR202408090000009294,4,DL202408090000002186,4,C,19,09-08-2024
OR202408090000001192,1,DL202408090000007957,1,C,23,09-08-2024
OR202408090000001192,2,DL202408090000005961,2,C,32,09-08-2024
OR202408090000001192,3,DL202408090000002019,3,C,33,09-08-2024
OR202408090000009171,1,DL202408090000003606,1,C,44,09-08-2024
OR202408090000009171,2,DL202408090000007856,2,C,18,09-08-2024
OR202408090000006092,1,DL202408090000008341,1,C,27,09-08-2024
OR202408090000006092,2,DL202408090000008773,2,C,36,09-08-2024
OR202408090000006092,3,DL202408090000008007,3,C,4,09-08-2024
OR202408090000005244,1,DL202408090000004528,1,C,10,09-08-2024
OR202408090000005244,2,DL202408090000007478,2,C,16,09-08-2024
OR202408090000005244,3,DL202408090000008452,3,C,31,09-08-2024
OR202408090000005020,1,DL202408090000004767,1,C,49,09-08-2024
DL202408090000004767,1,BODL202408090000004767,1,N,33,10-08-2024
OR202408090000005020,2,DL202408090000008177,2,C,7,09-08-2024
OR202408090000008604,1,DL202408090000008883,1,C,13,09-08-2024
OR202408090000008604,2,DL202408090000005983,2,C,16,09-08-2024
OR202408090000008604,3,DL202408090000007227,3,C,1,09-08-2024
DL202408090000007227,3,BODL202408090000007227,3,N,1,10-08-2024
OR202408090000003670,1,DL202408090000003393,1,C,33,09-08-2024
OR202408090000001407,1,DL202408090000008260,1,C,28,09-08-2024
OR202408090000001407,2,DL202408090000001767,2,C,49,09-08-2024
OR202408090000001407,3,DL202408090000009223,3,C,48,09-08-2024
OR202408090000006402,1,DL202408090000009252,1,C,11,09-08-2024
OR202408090000002068,1,DL202408090000006957,1,C,20,09-08-2024
DL202408090000006957,1,BODL202408090000006957,1,N,10,10-08-2024
OR202408090000002068,2,DL202408090000005614,2,C,12,09-08-2024
OR202408090000002068,3,DL202408090000003456,3,C,46,09-08-2024
DL202408090000003456,3,BODL202408090000003456,3,N,21,10-08-2024
OR202408090000002068,4,DL202408090000003573,4,C,38,09-08-2024
OR202408090000008182,1,DL202408090000009657,1,C,48,09-08-2024
OR202408090000008182,2,DL202408090000005383,2,C,42,09-08-2024
OR202408090000008835,1,DL202408090000006623,1,C,15,09-08-2024
DL202408090000006623,1,BODL202408090000006623,1,N,11,10-08-2024
OR202408090000008835,2,DL202408090000007231,2,C,9,09-08-2024
DL202408090000007231,2,BODL202408090000007231,2,N,1,10-08-2024
OR202408090000008835,3,DL202408090000009065,3,C,49,09-08-2024
OR202408090000008835,4,DL202408090000006702,4,C,44,09-08-2024
OR202408090000008835,5,DL202408090000005824,5,C,50,09-08-2024
OR202408120000004076,1,DL202408120000007336,1,C,31,12-08-2024
DL202408120000007336,1,BODL202408120000007336,1,N,27,13-08-2024
OR202408120000004076,2,DL202408120000009850,2,C,16,12-08-2024
OR202408120000004076,3,DL202408120000009497,3,C,10,12-08-2024
OR202408120000004076,4,DL202408120000009627,4,C,49,12-08-2024
OR202408120000003720,1,DL202408120000002423,1,C,23,12-08-2024
OR202408120000003720,2,DL202408120000006285,2,C,23,12-08-2024
OR202408120000003720,3,DL202408120000006058,3,C,27,12-08-2024
OR202408120000007674,1,DL202408120000002807,1,C,43,12-08-2024
OR202408120000007674,2,DL202408120000003179,2,C,24,12-08-2024
OR202408120000007674,3,DL202408120000005180,3,C,20,12-08-2024
OR202408120000002842,1,DL202408120000008030,1,C,42,12-08-2024
OR202408120000002842,2,DL202408120000006692,2,C,7,12-08-2024
OR202408120000002842,3,DL202408120000003621,3,C,42,12-08-2024
OR202408120000002842,4,DL202408120000006540,4,C,38,12-08-2024
OR202408120000002842,5,DL202408120000001403,5,C,14,12-08-2024
OR202408120000008201,1,DL202408120000008754,1,C,38,12-08-2024
OR202408120000008201,2,DL202408120000003863,2,C,38,12-08-2024
DL202408120000003863,2,BODL202408120000003863,2,N,16,13-08-2024
OR202408120000008201,3,DL202408120000004831,3,C,46,12-08-2024
OR202408120000008201,4,DL202408120000005909,4,C,21,12-08-2024
OR202408120000007074,1,DL202408120000003472,1,C,2,12-08-2024
OR202408120000002139,1,DL202408120000005221,1,C,20,12-08-2024
DL202408120000005221,1,BODL202408120000005221,1,N,11,13-08-2024
OR202408120000002139,2,DL202408120000001484,2,C,23,12-08-2024
OR202408120000002139,3,DL202408120000009988,3,C,5,12-08-2024
OR202408120000001335,1,DL202408120000009141,1,C,5,12-08-2024
DL202408120000009141,1,BODL202408120000009141,1,N,1,13-08-2024
OR202408120000001335,2,DL202408120000009001,2,C,47,12-08-2024
OR202408120000001335,3,DL202408120000005339,3,C,20,12-08-2024
DL202408120000005339,3,BODL202408120000005339,3,N,1,13-08-2024
OR202408120000003956,1,DL202408120000007517,1,C,16,12-08-2024
OR202408120000003956,2,DL202408120000003874,2,C,48,12-08-2024
OR202408120000003956,3,DL202408120000003705,3,C,50,12-08-2024
DL202408120000003705,3,BODL202408120000003705,3,N,50,13-08-2024
OR202408120000008810,1,DL202408120000004351,1,C,14,12-08-2024
OR202408120000005936,1,DL202408120000004974,1,C,29,12-08-2024
OR202408120000005936,2,DL202408120000002365,2,C,40,12-08-2024
OR202408120000005936,3,DL202408120000006823,3,C,29,12-08-2024
OR202408120000007472,1,DL202408120000005111,1,C,24,12-08-2024
OR202408120000007472,2,DL202408120000007901,2,C,16,12-08-2024
OR202408120000007472,3,DL202408120000006825,3,C,28,12-08-2024
OR202408120000007472,4,DL202408120000003860,4,C,11,12-08-2024
OR202408120000002645,1,DL202408120000007368,1,C,46,12-08-2024
OR202408120000002645,2,DL202408120000001460,2,C,42,12-08-2024
OR202408120000008074,1,DL202408120000006849,1,C,35,12-08-2024
DL202408120000006849,1,BODL202408120000006849,1,N,23,13-08-2024
OR202408120000008074,2,DL202408120000006005,2,C,50,12-08-2024
OR202408120000008074,3,DL202408120000006911,3,C,7,12-08-2024
DL202408120000006911,3,BODL202408120000006911,3,N,4,13-08-2024
OR202408120000008074,4,DL202408120000007265,4,C,26,12-08-2024
OR202408120000008074,5,DL202408120000006779,5,C,45,12-08-2024
OR202408120000007781,1,DL202408120000004031,1,C,45,12-08-2024
OR202408130000007709,1,DL202408130000007995,1,C,37,13-08-2024
DL202408130000007995,1,BODL202408130000007995,1,N,19,14-08-2024
OR202408130000003485,1,DL202408130000004539,1,C,14,13-08-2024
OR202408130000003485,2,DL202408130000009873,2,C,11,13-08-2024
OR202408130000003485,3,DL202408130000006270,3,C,33,13-08-2024
OR202408130000003485,4,DL202408130000006056,4,C,41,13-08-2024
DL202408130000006056,4,BODL202408130000006056,4,N,33,14-08-2024
OR202408130000001111,1,DL202408130000004678,1,C,43,13-08-2024
OR202408130000001111,2,DL202408130000006599,2,C,20,13-08-2024
OR202408130000001111,3,DL202408130000006775,3,C,40,13-08-2024
OR202408130000004490,1,DL202408130000008164,1,C,33,13-08-2024
OR202408130000004490,2,DL202408130000007637,2,C,39,13-08-2024
OR202408130000004490,3,DL202408130000001616,3,C,39,13-08-2024
DL202408130000001616,3,BODL202408130000001616,3,N,26,14-08-2024
OR202408130000004490,4,DL202408130000002221,4,C,15,13-08-2024
OR202408130000006638,1,DL202408130000006490,1,C,39,13-08-2024
OR202408130000006329,1,DL202408130000006238,1,C,26,13-08-2024
OR202408130000006329,2,DL202408130000002571,2,C,36,13-08-2024
OR202408130000006329,3,DL202408130000002337,3,C,2,13-08-2024
OR202408130000005485,1,DL202408130000008264,1,C,48,13-08-2024
OR202408130000005485,2,DL202408130000007685,2,C,45,13-08-2024
DL202408130000007685,2,BODL202408130000007685,2,N,45,14-08-2024
OR202408130000005485,3,DL202408130000005511,3,C,41,13-08-2024
OR202408130000005485,4,DL202408130000004056,4,C,27,13-08-2024
OR202408130000005485,5,DL202408130000004446,5,C,39,13-08-2024
OR202408130000001418,1,DL202408130000006208,1,C,49,13-08-2024
OR202408130000001418,2,DL202408130000004087,2,C,20,13-08-2024
OR202408130000001418,3,DL202408130000001059,3,C,29,13-08-2024
OR202408130000001418,4,DL202408130000009153,4,C,34,13-08-2024
OR202408130000003049,1,DL202408130000001041,1,C,2,13-08-2024
OR202408130000002417,1,DL202408130000004172,1,C,20,13-08-2024
OR202408130000002417,2,DL202408130000008397,2,C,31,13-08-2024
OR202408130000002417,3,DL202408130000001445,3,C,7,13-08-2024
OR202408130000001504,1,DL202408130000004505,1,C,21,13-08-2024
OR202408130000001504,2,DL202408130000005930,2,C,50,13-08-2024
OR202408130000001504,3,DL202408130000004252,3,C,38,13-08-2024
OR202408130000001504,4,DL202408130000007439,4,C,40,13-08-2024
DL202408130000007439,4,BODL202408130000007439,4,N,4,14-08-2024
OR202408130000008156,1,DL202408130000002395,1,C,1,13-08-2024
OR202408130000008156,2,DL202408130000004115,2,C,21,13-08-2024
OR202408130000008156,3,DL202408130000002777,3,C,23,13-08-2024
DL202408130000002777,3,BODL202408130000002777,3,N,9,14-08-2024
OR202408130000005956,1,DL202408130000009295,1,C,1,13-08-2024
OR202408130000005956,2,DL202408130000004463,2,C,39,13-08-2024
OR202408130000005956,3,DL202408130000007903,3,C,9,13-08-2024
OR202408130000005956,4,DL202408130000006475,4,C,2,13-08-2024
OR202408130000001131,1,DL202408130000007043,1,C,11,13-08-2024
DL202408130000007043,1,BODL202408130000007043,1,N,9,14-08-2024
OR202408130000001131,2,DL202408130000006417,2,C,38,13-08-2024
OR202408130000001131,3,DL202408130000004748,3,C,50,13-08-2024
OR202408130000001131,4,DL202408130000006786,4,C,14,13-08-2024
OR202408130000001131,5,DL202408130000005515,5,C,27,13-08-2024
OR202408130000008178,1,DL202408130000009510,1,C,50,13-08-2024
DL202408130000009510,1,BODL202408130000009510,1,N,22,14-08-2024
OR202408130000008178,2,DL202408130000007859,2,C,45,13-08-2024
DL202408130000007859,2,BODL202408130000007859,2,N,3,14-08-2024
OR202408130000008178,3,DL202408130000005351,3,C,19,13-08-2024
OR202408130000008178,4,DL202408130000002448,4,C,49,13-08-2024
OR202408130000008178,5,DL202408130000007750,5,C,23,13-08-2024
OR202408130000001107,1,DL202408130000002699,1,C,6,13-08-2024
OR202408130000001107,2,DL202408130000004228,2,C,41,13-08-2024
OR202408130000001107,3,DL202408130000008690,3,C,4,13-08-2024
OR202408130000001107,4,DL202408130000008006,4,C,40,13-08-2024
OR202408130000001107,5,DL202408130000003184,5,C,34,13-08-2024
OR202408130000005797,1,DL202408130000003572,1,C,22,13-08-2024
OR202408130000005797,2,DL202408130000003963,2,C,37,13-08-2024
OR202408130000003249,1,DL202408130000008735,1,C,9,13-08-2024
DL202408130000008735,1,BODL202408130000008735,1,N,7,14-08-2024
OR202408130000003249,2,DL202408130000005919,2,C,27,13-08-2024
OR202408130000003249,3,DL202408130000009292,3,C,1,13-08-2024
OR202408130000003249,4,DL202408130000007202,4,C,20,13-08-2024
OR202408130000008786,1,DL202408130000005449,1,C,49,13-08-2024
OR202408130000008786,2,DL202408130000004033,2,C,43,13-08-2024
OR202408130000006530,1,DL202408130000003444,1,C,44,13-08-2024
OR202408130000009141,1,DL202408130000002583,1,C,11,13-08-2024
OR202408130000009141,2,DL202408130000006634,2,C,45,13-08-2024
OR202408130000009141,3,DL202408130000008379,3,C,5,13-08-2024
DL202408130000008379,3,BODL202408130000008379,3,N,2,14-08-2024
OR202408130000009141,4,DL202408130000007200,4,C,41,13-08-2024
DL202408130000007200,4,BODL202408130000007200,4,N,37,14-08-2024
OR202408130000009141,5,DL202408130000007089,5,C,31,13-08-2024
OR202408130000008951,1,DL202408130000001980,1,C,24,13-08-2024
OR202408130000008951,2,DL202408130000005669,2,C,50,13-08-2024
OR202408130000008951,3,DL202408130000004396,3,C,2,13-08-2024
OR202408130000008951,4,DL202408130000009907,4,C,24,13-08-2024
OR202408130000004303,1,DL202408130000001936,1,C,39,13-08-2024
OR202408130000004303,2,DL202408130000006453,2,C,22,13-08-2024
OR202408130000006348,1,DL202408130000009854,1,C,42,13-08-2024
OR202408130000006348,2,DL202408130000009750,2,C,24,13-08-2024
DL202408130000009750,2,BODL202408130000009750,2,N,6,14-08-2024
OR202408130000006348,3,DL202408130000003934,3,C,19,13-08-2024
OR202408130000006348,4,DL202408130000004898,4,C,24,13-08-2024
DL202408130000004898,4,BODL202408130000004898,4,N,24,14-08-2024
OR202408140000005862,1,DL202408140000003735,1,C,12,14-08-2024
OR202408140000005862,2,DL202408140000006707,2,C,9,14-08-2024
OR202408140000005862,3,DL202408140000004482,3,C,47,14-08-2024
OR202408140000003971,1,DL202408140000008199,1,C,7,14-08-2024
OR202408140000003971,2,DL202408140000006737,2,C,19,14-08-2024
OR202408140000003971,3,DL202408140000006883,3,C,33,14-08-2024
OR202408140000003971,4,DL202408140000003806,4,C,11,14-08-2024
OR202408140000004306,1,DL202408140000005075,1,C,36,14-08-2024
OR202408140000004306,2,DL202408140000008392,2,C,18,14-08-2024
OR202408140000007769,1,DL202408140000008900,1,C,45,14-08-2024
OR202408140000007769,2,DL202408140000001309,2,C,40,14-08-2024
OR202408140000007769,3,DL202408140000006054,3,C,45,14-08-2024
OR202408140000007769,4,DL202408140000007482,4,C,28,14-08-2024
OR202408140000007769,5,DL202408140000003375,5,C,42,14-08-2024
OR202408140000002593,1,DL202408140000001953,1,C,10,14-08-2024
OR202408140000002593,2,DL202408140000002491,2,C,29,14-08-2024
OR202408140000002593,3,DL202408140000002927,3,C,23,14-08-2024
OR202408140000004511,1,DL202408140000006523,1,C,5,14-08-2024
OR202408140000004511,2,DL202408140000002911,2,C,15,14-08-2024
OR202408140000002897,1,DL202408140000002703,1,C,19,14-08-2024
OR202408140000002897,2,DL202408140000004527,2,C,47,14-08-2024
OR202408140000002897,3,DL202408140000004957,3,C,44,14-08-2024
OR202408140000007391,1,DL202408140000006593,1,C,11,14-08-2024
OR202408140000007391,2,DL202408140000007635,2,C,18,14-08-2024
OR202408140000007391,3,DL202408140000005272,3,C,45,14-08-2024
OR202408140000007391,4,DL202408140000006007,4,C,19,14-08-2024
OR202408140000007115,1,DL202408140000004867,1,C,39,14-08-2024
OR202408140000007115,2,DL202408140000007490,2,C,26,14-08-2024
OR202408140000007115,3,DL202408140000002317,3,C,37,14-08-2024
OR202408140000007115,4,DL202408140000009672,4,C,8,14-08-2024
OR202408140000007115,5,DL202408140000003470,5,C,1,14-08-2024
OR202408140000001084,1,DL202408140000006153,1,C,5,14-08-2024
DL202408140000006153,1,BODL202408140000006153,1,N,2,15-08-2024
OR202408140000001084,2,DL202408140000008734,2,C,48,14-08-2024
OR202408140000001084,3,DL202408140000008568,3,C,10,14-08-2024
OR202408140000001084,4,DL202408140000002306,4,C,21,14-08-2024
OR202408140000001084,5,DL202408140000009263,5,C,6,14-08-2024
OR202408140000005832,1,DL202408140000002480,1,C,11,14-08-2024
OR202408140000005832,2,DL202408140000002447,2,C,47,14-08-2024
DL202408140000002447,2,BODL202408140000002447,2,N,47,15-08-2024
OR202408140000005832,3,DL202408140000007495,3,C,18,14-08-2024
